,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
40,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_31_50.jpg,NA (prediction),3.1825366e-05,0.0028852387,0.9999442,NA28UCDtemporalgyri _4G8/0/19/31.jpg,"[1060, 0, 256, 256]",consensus_of_2,0,1,1,0,0,0
41,cw18-48/cw18-48_27_34_9.jpg,NA (prediction),0.9525004,0.46980348,0.0057821404,cw18-48/0/27/34.jpg,"[0, 36, 256, 256]",consensus_of_2,0,0,0,1,1,0
42,phase1/blobs/cw17-11/cw17-11_12_24_16.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-11/0/12/24.jpg,[252 653 256 256],None (label),0,0,1,0,0,0
43,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_30_38.jpg,NA (prediction),0.99775463,0.9835286,4.308766599999998e-06,NA28UCDtemporalgyri _4G8/0/8/30.jpg,"[1136, 1280, 256, 256]",consensus_of_2,1,1,0,0,1,0
44,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_22_67.jpg,NA (prediction),0.90105486,0.9625383,3.7938964e-05,NA28UCDtemporalgyri _4G8/0/12/22.jpg,"[621, 1242, 256, 256]",consensus_of_2,1,1,0,0,0,0
45,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_20_10_5.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/20/10.jpg,[776   0 256 256],None (label),0,0,0,0,1,1
46,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_23_2.jpg,NA (prediction),0.9855757,0.15728103,7.732031500000001e-08,NA23UCDtemporalgyri _4G8/0/8/23.jpg,"[870, 139, 256, 256]",NP5,1,0,0,0,0,0
47,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_19_28.jpg,NA (prediction),0.033704136,0.23053774,0.96892166,NA27UCDtemporalgyri _4G8/0/23/19.jpg,"[475, 631, 256, 256]",consensus_of_2,0,1,0,0,1,1
48,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_2_9_44.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/2/9.jpg,[  0 562 256 256],None (label),0,1,0,0,0,0
49,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_26_18.jpg,NA (prediction),9.626745e-06,0.00011706393,0.9975948,NA15UCDtemporalgyri _4G8/0/21/26.jpg,"[593, 724, 256, 256]",consensus_of_2,0,0,1,0,1,0
50,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_24_4.jpg,NA (prediction),0.0028289144,0.0005699244999999999,0.999987,8-3_UTSW_temporal_6E10/0/7/24.jpg,"[506, 108, 256, 256]",consensus_of_2,0,1,1,0,1,0
51,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_16_5_3.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/16/5.jpg,[1280  107  256  256],None (label),0,1,0,0,0,0
52,cw16-36/cw16-36_19_37_15.jpg,NA (prediction),0.00096715,0.061201423,0.99166065,cw16-36/0/19/37.jpg,"[123, 445, 256, 256]",NP5,0,0,0,1,1,0
53,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_27.jpg,consensus_of_2,0.0,0.0,3.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[395 698 256 256],None (label),0,0,0,0,1,0
54,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_8_31_28.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/8/31.jpg,[1053    0  256  256],None (label),0,0,1,0,0,0
55,cw18-48/cw18-48_19_6_0.jpg,NA (prediction),0.9660483,0.08582165,0.00014204803,cw18-48/0/19/6.jpg,"[483, 519, 256, 256]",NP5,1,0,0,0,0,0
56,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_15_26_4.jpg,NA (prediction),0.06280140599999999,0.9836494,0.0002603239,17-3_UTSW_temporal_6E10/0/15/26.jpg,"[558, 176, 256, 256]",NP5,0,1,0,0,0,0
57,phase1/blobs/cw18-18/cw18-18_1_33_10.jpg,NP5,0.0,1.0,0.0,phase1/10x_tiles/cw18-18/0/1/33.jpg,[103 349 256 256],None (label),0,1,0,0,0,0
58,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_27_84.jpg,NA (prediction),0.6654460999999999,0.8215937,0.0006887603,NA28UCDtemporalgyri _4G8/0/11/27.jpg,"[1187, 1280, 256, 256]",NP5,0,1,0,0,0,0
59,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_17_31_19.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/17/31.jpg,[431 953 256 256],None (label),1,0,0,0,0,0
60,phase1/blobs/cw17-3/cw17-3_6_34_12.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/6/34.jpg,[ 544 1221  256  256],None (label),0,0,1,0,0,0
61,cw15-29/cw15-29_14_5_13.jpg,NA (prediction),1.0175585e-05,1.2515154e-06,0.9974728,cw15-29/0/14/5.jpg,"[1136, 431, 256, 256]",NP5,0,0,0,1,1,0
62,phase1/blobs/cw17-3/cw17-3_21_24_11.jpg,NP5,0.0,1.0,0.0,phase1/10x_tiles/cw17-3/0/21/24.jpg,[560 985 256 256],None (label),0,1,0,0,0,0
63,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_5_38_3.jpg,NA (prediction),0.97479135,0.06650139999999999,7.074154e-05,NA28UCDtemporalgyri _4G8/0/5/38.jpg,"[583, 215, 256, 256]",NP5,1,0,0,0,0,0
64,phase1/blobs/cw18-2/cw18-2_6_2_0.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw18-2/0/6/2.jpg,[  0 945 256 256],None (label),0,0,1,0,1,0
65,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_22_49.jpg,NA (prediction),0.5545188,0.9438648,1.8182629e-05,NA23UCDtemporalgyri _4G8/0/7/22.jpg,"[1222, 776, 256, 256]",NP5,0,1,0,0,0,0
66,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_9_16_25.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/9/16.jpg,[671 315 256 256],None (label),1,0,0,0,0,0
67,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_12_12_0.jpg,NA (prediction),4.235031e-05,0.00018346311,0.999998,NA15UCDtemporalgyri _4G8/0/12/12.jpg,"[1280, 0, 256, 256]",consensus_of_2,0,0,1,0,0,0
68,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_4_16_0.jpg,NA (prediction),0.9035393,0.25212076,0.0012444858,40-3_UTSW_temporal_6E10/0/4/16.jpg,"[415, 0, 256, 256]",NP5,1,1,0,0,0,0
69,cw15-12/cw15-12_27_41_5.jpg,NA (prediction),0.00042068167,3.549754000000001e-05,0.97288597,cw15-12/0/27/41.jpg,"[1171, 1280, 256, 256]",consensus_of_2,0,0,0,0,1,1
70,cw18-48/cw18-48_3_11_2.jpg,NA (prediction),0.9946667,0.017036356000000002,0.00011791931,cw18-48/0/3/11.jpg,"[618, 321, 256, 256]",NP5,1,0,0,0,0,0
71,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_17_29_6.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/17/29.jpg,[1076   45  256  256],None (label),0,1,0,0,0,0
72,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_24_46.jpg,NA (prediction),0.9961052,0.5070295,2.2000963e-06,NA28UCDtemporalgyri _4G8/0/10/24.jpg,"[169, 1030, 256, 256]",NP5,1,1,0,0,0,0
73,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_16_5.jpg,NA (prediction),0.012907733,0.8633059000000001,0.9282039,NA28UCDtemporalgyri _4G8/0/19/16.jpg,"[741, 0, 256, 256]",NP5,0,1,0,0,0,0
74,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_23_26.jpg,NA (prediction),0.9999825,0.21803273,1.3287776000000004e-08,17-3_UTSW_temporal_6E10/0/14/23.jpg,"[1193, 736, 256, 256]",consensus_of_2,1,1,0,0,0,0
75,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_28_22_9.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/28/22.jpg,[497 809 256 256],None (label),0,1,0,0,0,0
76,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_10_21_9.jpg,NA (prediction),0.94687074,0.99292666,1.376967e-05,40-3_UTSW_temporal_6E10/0/10/21.jpg,"[764, 107, 256, 256]",NP5,1,1,0,0,0,0
77,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_15_15_19.jpg,NA (prediction),0.81376,0.4383685000000001,2.1823987e-05,NA23UCDtemporalgyri _4G8/0/15/15.jpg,"[1168, 425, 256, 256]",NP5,1,0,0,0,0,0
78,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_13_0.jpg,NA (prediction),0.9220005,0.00035752216,0.5357593,NA28UCDtemporalgyri _4G8/0/25/13.jpg,"[802, 0, 256, 256]",consensus_of_2,0,0,0,0,1,1
79,cw18-48/cw18-48_18_5_9.jpg,NA (prediction),0.9897558,0.06692753,2.691342e-05,cw18-48/0/18/5.jpg,"[108, 1111, 256, 256]",NP5,1,0,0,0,0,0
80,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_5_18_7.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/5/18.jpg,[  0 200 256 256],None (label),1,0,0,0,0,0
81,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_3_47.jpg,NA (prediction),3.14427e-06,4.042795300000001e-05,0.9999007,NA28UCDtemporalgyri _4G8/0/16/3.jpg,"[416, 1046, 256, 256]",NP5,0,0,1,0,0,0
82,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_15_15.jpg,NA (prediction),0.0018883646,0.041015662,0.9917749,NA15UCDtemporalgyri _4G8/0/3/15.jpg,"[1079, 1245, 256, 256]",consensus_of_2,0,0,1,0,0,0
83,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_22_5.jpg,NA (prediction),0.23410885,0.98087156,0.0013545775,NA28UCDtemporalgyri _4G8/0/13/22.jpg,"[693, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
84,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_29_4.jpg,NA (prediction),1.325325e-05,0.35032344,0.91967875,NA23UCDtemporalgyri _4G8/0/7/29.jpg,"[307, 121, 256, 256]",NP5,0,0,0,0,1,0
85,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_18_24.jpg,NA (prediction),0.2866184,0.9995851,0.00021712294,17-3_UTSW_temporal_6E10/0/16/18.jpg,"[914, 1190, 256, 256]",consensus_of_2,0,1,0,0,0,0
86,phase1/blobs/cw17-32/cw17-32_2_13_42.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/2/13.jpg,[1129 1111  256  256],None (label),0,1,0,0,0,0
87,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_12_31_17.jpg,consensus_of_2,2.0,2.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/12/31.jpg,[ 801 1280  256  256],None (label),0,0,0,0,1,1
88,cw18-48/cw18-48_25_35_31.jpg,NA (prediction),0.9894498,0.0063944380000000006,6.122438e-05,cw18-48/0/25/35.jpg,"[339, 559, 256, 256]",NP5,1,0,0,0,0,0
89,phase1/blobs/cw18-18/cw18-18_24_21_0.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw18-18/0/24/21.jpg,[822  16 256 256],None (label),0,1,0,0,0,0
90,cw15-29/cw15-29_0_19_38.jpg,NA (prediction),0.004075956,0.06788742,0.4985457,cw15-29/0/0/19.jpg,"[711, 1207, 256, 256]",NP5,0,0,0,1,1,0
91,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_7_16_26.jpg,NA (prediction),0.63095486,0.9523347,1.4873688e-05,40-3_UTSW_temporal_6E10/0/7/16.jpg,"[481, 601, 256, 256]",NP5,1,1,0,0,1,0
92,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_6_28_1.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/6/28.jpg,[ 617 1280  256  256],None (label),1,0,0,0,0,0
93,cw13-0/cw13-0_15_21_29.jpg,NA (prediction),0.0017913413,0.14601578,0.67535496,cw13-0/0/15/21.jpg,"[922, 1039, 256, 256]",NP5,0,0,0,0,1,1
94,phase1/blobs/cw17-11/cw17-11_20_15_29.jpg,consensus_of_2,0.0,4.0,3.0,phase1/10x_tiles/cw17-11/0/20/15.jpg,[1131 1280  256  256],None (label),0,0,1,0,0,0
95,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_25_35.jpg,NA (prediction),1.6207457e-06,0.00012498378,0.9999529,NA23UCDtemporalgyri _4G8/0/8/25.jpg,"[0, 722, 256, 256]",consensus_of_2,0,0,1,0,0,0
96,cw18-48/cw18-48_13_6_64.jpg,NA (prediction),0.0027903535,0.043890286,0.5631264,cw18-48/0/13/6.jpg,"[694, 887, 256, 256]",NP5,0,0,0,1,1,0
97,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_5_34.jpg,NA (prediction),0.90453666,0.98765844,2.2290759e-07,NA37UCDtemporalgyri _4G8/0/8/5.jpg,"[501, 366, 256, 256]",consensus_of_2,0,1,0,0,0,0
98,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_31_42.jpg,NA (prediction),0.99364614,0.59124804,0.00016121664,NA28UCDtemporalgyri _4G8/0/8/31.jpg,"[236, 850, 256, 256]",NP5,0,1,0,0,0,0
99,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_14_14_44.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/14/14.jpg,[ 714 1137  256  256],None (label),1,0,0,0,0,0
100,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_4_49.jpg,NA (prediction),0.9034013,0.9092041,6.000569600000001e-06,NA37UCDtemporalgyri _4G8/0/14/4.jpg,"[421, 74, 256, 256]",consensus_of_2,0,1,0,0,0,0
101,phase1/blobs/cw17-3/cw17-3_2_22_44.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/cw17-3/0/2/22.jpg,[ 214 1059  256  256],None (label),0,0,1,0,1,0
102,cw15-12/cw15-12_28_38_0.jpg,NA (prediction),0.060327962,0.0045465394,0.9877401,cw15-12/0/28/38.jpg,"[835, 396, 256, 256]",consensus_of_2,0,0,0,1,1,0
103,cw13-0/cw13-0_22_15_16.jpg,NA (prediction),0.0012105099,0.005888782,0.8786886,cw13-0/0/22/15.jpg,"[386, 664, 256, 256]",NP5,0,0,0,1,1,0
104,phase1/blobs/cw18-33/cw18-33_9_18_4.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw18-33/0/9/18.jpg,[1142   43  256  256],None (label),0,1,0,0,0,0
105,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_4_17_24.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/4/17.jpg,[   0 1280  256  256],None (label),0,1,0,0,0,0
106,phase1/blobs/cw17-34/cw17-34_23_31_5.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/cw17-34/0/23/31.jpg,[  0 358 256 256],None (label),1,0,0,0,0,0
107,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_30_25.jpg,NA (prediction),0.14102043,0.8961336,3.0644627e-05,NA28UCDtemporalgyri _4G8/0/15/30.jpg,"[14, 696, 256, 256]",NP5,0,1,0,0,0,0
108,cw13-0/cw13-0_17_10_13.jpg,NA (prediction),0.0014199006,0.006466843000000001,0.8799374,cw13-0/0/17/10.jpg,"[325, 517, 256, 256]",consensus_of_2,0,0,0,1,1,0
109,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_9_69.jpg,NA (prediction),0.19881535,0.9901348,0.0002792631,NA28UCDtemporalgyri _4G8/0/17/9.jpg,"[1009, 1235, 256, 256]",NP5,0,1,0,0,0,0
110,cw18-48/cw18-48_15_35_18.jpg,NA (prediction),0.005950133000000001,0.02302322,0.91262174,cw18-48/0/15/35.jpg,"[1204, 310, 256, 256]",NP5,0,0,0,1,1,0
