,Unnamed: 0,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
30,30,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_5_28_3.jpg,NA (prediction),0.9650553,0.02757464,9.721611999999998e-07,8-3_UTSW_temporal_6E10/0/5/28.jpg,"[86, 274, 256, 256]",NP1,0,1,0,0,0,0
31,31,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_11_23_28.jpg,NA (prediction),0.23845465,0.9621805,6.902946e-06,40-3_UTSW_temporal_6E10/0/11/23.jpg,"[252, 816, 256, 256]",NP1,0,1,0,0,0,0
32,32,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_4_8_32.jpg,NA (prediction),0.9980573,0.14954892,1.4435036e-05,17-3_UTSW_temporal_6E10/0/4/8.jpg,"[935, 865, 256, 256]",NP1,0,1,0,0,0,0
33,33,cw15-29/cw15-29_3_30_18.jpg,NA (prediction),0.065023676,0.3040738,0.003343884,cw15-29/0/3/30.jpg,"[818, 373, 256, 256]",NP1,0,0,0,1,0,0
34,34,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_11_3_16.jpg,NA (prediction),0.0064282673,0.9993481,1.7770711e-07,NA15UCDtemporalgyri _4G8/0/11/3.jpg,"[965, 562, 256, 256]",NP1,0,1,0,0,0,0
35,35,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_11_10.jpg,NA (prediction),0.93938243,0.9177401,0.00015629486999999998,17-3_UTSW_temporal_6E10/0/16/11.jpg,"[1280, 86, 256, 256]",NP1,0,1,0,0,0,0
36,36,cw15-12/cw15-12_28_37_62.jpg,NA (prediction),0.0011299283,0.26538804,0.017977454,cw15-12/0/28/37.jpg,"[1096, 877, 256, 256]",consensus_of_2,0,0,0,1,0,0
37,37,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_4_17_10.jpg,NA (prediction),0.99759054,0.8594886999999999,0.00016681605,17-3_UTSW_temporal_6E10/0/4/17.jpg,"[1220, 360, 256, 256]",consensus_of_2,1,1,0,0,1,0
38,38,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_19_12_11.jpg,NP1,1.0,0.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/19/12.jpg,[765 305 256 256],None (label),0,1,0,0,0,0
39,39,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_3_16.jpg,NA (prediction),0.41729575,0.9844823,0.00022988293,NA37UCDtemporalgyri _4G8/0/8/3.jpg,"[0, 183, 256, 256]",NP1,0,1,0,0,0,0
40,40,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_31_50.jpg,NA (prediction),3.1825366e-05,0.0028852387,0.9999442,NA28UCDtemporalgyri _4G8/0/19/31.jpg,"[1060, 0, 256, 256]",consensus_of_2,0,1,1,0,0,0
41,41,cw18-48/cw18-48_27_34_9.jpg,NA (prediction),0.9525004,0.46980348,0.0057821404,cw18-48/0/27/34.jpg,"[0, 36, 256, 256]",consensus_of_2,0,0,0,1,0,0
42,42,phase1/blobs/cw17-11/cw17-11_12_24_16.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-11/0/12/24.jpg,[252 653 256 256],None (label),0,0,1,0,0,0
43,43,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_30_38.jpg,NA (prediction),0.99775463,0.9835286,4.308766599999998e-06,NA28UCDtemporalgyri _4G8/0/8/30.jpg,"[1136, 1280, 256, 256]",consensus_of_2,1,1,0,0,0,0
44,44,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_22_67.jpg,NA (prediction),0.90105486,0.9625383,3.7938964e-05,NA28UCDtemporalgyri _4G8/0/12/22.jpg,"[621, 1242, 256, 256]",consensus_of_2,0,1,0,0,0,0
45,45,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_20_10_5.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/20/10.jpg,[776   0 256 256],None (label),1,0,0,0,0,0
46,46,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_10_7_6.jpg,NA (prediction),0.10633549,0.9614359,0.00016813494,17-3_UTSW_temporal_6E10/0/10/7.jpg,"[481, 36, 256, 256]",NP1,0,0,0,1,0,0
47,47,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_19_28.jpg,NA (prediction),0.033704136,0.23053774,0.96892166,NA27UCDtemporalgyri _4G8/0/23/19.jpg,"[475, 631, 256, 256]",consensus_of_2,0,1,0,1,1,0
48,48,phase1/blobs/cw18-33/cw18-33_11_28_0.jpg,NP1,1.0,0.0,0.0,phase1/10x_tiles/cw18-33/0/11/28.jpg,[161  89 256 256],None (label),0,1,0,0,0,0
49,49,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_26_18.jpg,NA (prediction),9.626745e-06,0.00011706393,0.9975948,NA15UCDtemporalgyri _4G8/0/21/26.jpg,"[593, 724, 256, 256]",consensus_of_2,0,0,1,0,0,0
50,50,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_24_4.jpg,NA (prediction),0.0028289144,0.0005699244999999999,0.999987,8-3_UTSW_temporal_6E10/0/7/24.jpg,"[506, 108, 256, 256]",consensus_of_2,0,0,1,0,0,0
51,51,phase1/blobs/cw16-4/cw16-4_18_9_0.jpg,NP1,1.0,0.0,0.0,phase1/10x_tiles/cw16-4/0/18/9.jpg,[609 548 256 256],None (label),1,0,0,0,0,0
52,52,cw15-29/cw15-29_16_27_2.jpg,NA (prediction),1.9718615e-07,0.98398846,0.9999943,cw15-29/0/16/27.jpg,"[237, 294, 256, 256]",NP1,0,0,1,0,0,0
53,53,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_27.jpg,consensus_of_2,0.0,0.0,3.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[395 698 256 256],None (label),0,0,0,0,0,1
54,54,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_8_31_28.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/8/31.jpg,[1053    0  256  256],None (label),0,0,1,0,0,0
55,55,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_27_26.jpg,NA (prediction),0.993421,0.492058,5.503965e-08,NA37UCDtemporalgyri _4G8/0/10/27.jpg,"[348, 602, 256, 256]",NP1,1,0,0,0,0,0
56,56,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_25_92.jpg,NA (prediction),0.99912745,0.20846288,1.759858e-05,NA28UCDtemporalgyri _4G8/0/12/25.jpg,"[26, 1106, 256, 256]",NP1,1,1,0,0,0,0
57,57,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_15_10_23.jpg,NP1,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/15/10.jpg,[323 134 256 256],None (label),0,1,0,0,0,0
58,58,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_17_21_31.jpg,NA (prediction),0.98155344,0.8322083,0.013293193,NA27UCDtemporalgyri _4G8/0/17/21.jpg,"[1280, 1030, 256, 256]",NP1,1,1,0,0,0,0
59,59,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_17_31_19.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/17/31.jpg,[431 953 256 256],None (label),0,1,0,0,0,0
60,60,phase1/blobs/cw17-3/cw17-3_6_34_12.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/6/34.jpg,[ 544 1221  256  256],None (label),0,0,1,0,0,0
61,61,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_16_43.jpg,NA (prediction),0.00016836947,0.03270486,0.98771334,NA28UCDtemporalgyri _4G8/0/18/16.jpg,"[587, 845, 256, 256]",NP1,0,1,0,0,0,1
62,62,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_13_2_17.jpg,NP1,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/13/2.jpg,[ 49 374 256 256],None (label),0,1,0,0,0,0
63,63,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_15_26_34.jpg,NA (prediction),0.9910183,0.07574347,1.7771125999999998e-05,17-3_UTSW_temporal_6E10/0/15/26.jpg,"[635, 1265, 256, 256]",NP1,1,0,0,0,0,0
64,64,phase1/blobs/cw18-2/cw18-2_6_2_0.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw18-2/0/6/2.jpg,[  0 945 256 256],None (label),0,0,1,0,0,0
65,65,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_24_28_15.jpg,NA (prediction),0.99212414,0.3572978,4.0444835e-08,NA15UCDtemporalgyri _4G8/0/24/28.jpg,"[402, 1120, 256, 256]",NP1,0,1,0,0,0,0
66,66,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_1_14_7.jpg,NP1,1.0,0.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/1/14.jpg,[ 144 1144  256  256],None (label),1,0,0,0,0,0
67,67,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_12_12_0.jpg,NA (prediction),4.235031e-05,0.00018346311,0.999998,NA15UCDtemporalgyri _4G8/0/12/12.jpg,"[1280, 0, 256, 256]",consensus_of_2,0,0,1,0,0,0
68,68,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_10_9_3.jpg,NA (prediction),0.13566998,0.99553657,3.1850595e-05,17-3_UTSW_temporal_6E10/0/10/9.jpg,"[963, 970, 256, 256]",NP1,0,1,0,0,0,0
69,69,cw15-12/cw15-12_27_41_5.jpg,NA (prediction),0.00042068167,3.549754000000001e-05,0.97288597,cw15-12/0/27/41.jpg,"[1171, 1280, 256, 256]",consensus_of_2,0,0,0,1,0,0
70,70,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_24_15.jpg,NA (prediction),0.9359198,0.997943,2.553871e-05,NA28UCDtemporalgyri _4G8/0/27/24.jpg,"[2, 402, 256, 256]",NP1,0,1,0,0,0,0
71,71,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_17_29_6.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/17/29.jpg,[1076   45  256  256],None (label),0,1,0,0,0,0
72,72,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_38_23.jpg,NA (prediction),0.9987074,0.037866004,1.7246963e-05,NA28UCDtemporalgyri _4G8/0/25/38.jpg,"[832, 947, 256, 256]",NP1,1,0,0,0,0,0
73,73,cw15-29/cw15-29_3_31_116.jpg,NA (prediction),0.0005605464700000001,0.0007032773599999997,0.7490854,cw15-29/0/3/31.jpg,"[464, 90, 256, 256]",NP1,0,0,0,1,0,0
74,74,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_23_26.jpg,NA (prediction),0.9999825,0.21803273,1.3287776000000004e-08,17-3_UTSW_temporal_6E10/0/14/23.jpg,"[1193, 736, 256, 256]",consensus_of_2,1,1,0,0,0,0
75,75,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_28_22_9.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/28/22.jpg,[497 809 256 256],None (label),1,0,0,0,0,0
76,76,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_12_2_19.jpg,NA (prediction),0.022544317,0.9942789,3.7073543e-05,NA37UCDtemporalgyri _4G8/0/12/2.jpg,"[1121, 490, 256, 256]",NP1,0,1,0,0,0,0
77,77,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_18_22_33.jpg,NA (prediction),0.9741023,0.29940277,1.5197342e-06,NA15UCDtemporalgyri _4G8/0/18/22.jpg,"[919, 1155, 256, 256]",NP1,1,0,0,0,0,0
78,78,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_13_0.jpg,NA (prediction),0.9220005,0.00035752216,0.5357593,NA28UCDtemporalgyri _4G8/0/25/13.jpg,"[802, 0, 256, 256]",consensus_of_2,0,0,1,0,1,0
79,79,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_39_9.jpg,NA (prediction),0.44483215,0.5691316,1.5893342e-07,NA28UCDtemporalgyri _4G8/0/18/39.jpg,"[1067, 465, 256, 256]",NP1,0,1,0,0,0,0
80,80,phase1/blobs/cw17-32/cw17-32_24_18_5.jpg,NP1,1.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/24/18.jpg,[896 350 256 256],None (label),1,0,0,0,0,0
81,81,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_3_45.jpg,NA (prediction),0.0002419849000000001,0.04082683,0.7737727,NA28UCDtemporalgyri _4G8/0/16/3.jpg,"[528, 970, 256, 256]",NP1,0,0,1,0,1,0
82,82,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_15_15.jpg,NA (prediction),0.0018883646,0.041015662,0.9917749,NA15UCDtemporalgyri _4G8/0/3/15.jpg,"[1079, 1245, 256, 256]",consensus_of_2,0,0,1,0,0,0
83,83,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_22_5.jpg,NA (prediction),0.23410885,0.98087156,0.0013545775,NA28UCDtemporalgyri _4G8/0/13/22.jpg,"[693, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
84,84,cw13-0/cw13-0_11_15_27.jpg,NA (prediction),9.31569e-06,1.0230328e-06,0.9743692,cw13-0/0/11/15.jpg,"[693, 420, 256, 256]",NP1,0,0,0,1,0,0
85,85,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_18_24.jpg,NA (prediction),0.2866184,0.9995851,0.00021712294,17-3_UTSW_temporal_6E10/0/16/18.jpg,"[914, 1190, 256, 256]",consensus_of_2,0,1,0,0,0,0
86,86,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_6_34_21.jpg,NP1,1.0,0.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/6/34.jpg,[  0 629 256 256],None (label),1,0,0,0,0,0
87,87,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_12_31_17.jpg,consensus_of_2,2.0,2.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/12/31.jpg,[ 801 1280  256  256],None (label),0,1,0,0,0,0
88,88,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_11_5_9.jpg,NA (prediction),0.9678907,0.32826433,3.058186e-05,17-3_UTSW_temporal_6E10/0/11/5.jpg,"[761, 60, 256, 256]",NP1,0,1,0,0,0,0
89,89,phase1/blobs/cw18-18/cw18-18_24_21_0.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw18-18/0/24/21.jpg,[822  16 256 256],None (label),0,1,0,0,0,0
90,90,cw15-29/cw15-29_7_31_22.jpg,NA (prediction),0.00012606893,2.7550033e-05,0.49128738,cw15-29/0/7/31.jpg,"[313, 600, 256, 256]",NP1,0,0,0,1,0,0
91,91,cw15-29/cw15-29_14_27_25.jpg,NA (prediction),1.8629560000000006e-05,3.0564038e-07,0.9999999,cw15-29/0/14/27.jpg,"[583, 1280, 256, 256]",NP1,0,0,1,0,0,0
92,92,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_10_33_16.jpg,NP1,1.0,0.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/10/33.jpg,[1280 1141  256  256],None (label),0,1,0,0,0,0
93,93,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_22_48.jpg,NA (prediction),0.024867678,0.31323013,0.97072834,NA23UCDtemporalgyri _4G8/0/7/22.jpg,"[1280, 774, 256, 256]",NP1,0,1,1,0,0,0
94,94,phase1/blobs/cw17-11/cw17-11_20_15_29.jpg,consensus_of_2,0.0,4.0,3.0,phase1/10x_tiles/cw17-11/0/20/15.jpg,[1131 1280  256  256],None (label),0,1,0,0,0,0
95,95,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_25_35.jpg,NA (prediction),1.6207457e-06,0.00012498378,0.9999529,NA23UCDtemporalgyri _4G8/0/8/25.jpg,"[0, 722, 256, 256]",consensus_of_2,0,0,1,0,0,0
96,96,cw13-0/cw13-0_17_10_31.jpg,NA (prediction),0.00095139834,0.0038405843,0.09832458,cw13-0/0/17/10.jpg,"[485, 1280, 256, 256]",NP1,0,0,0,1,0,0
97,97,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_5_34.jpg,NA (prediction),0.90453666,0.98765844,2.2290759e-07,NA37UCDtemporalgyri _4G8/0/8/5.jpg,"[501, 366, 256, 256]",consensus_of_2,0,1,0,0,1,0
98,98,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_23_8.jpg,NA (prediction),0.961119,0.80107206,0.00019429206,40-3_UTSW_temporal_6E10/0/13/23.jpg,"[275, 220, 256, 256]",NP1,0,1,0,0,0,0
99,99,phase1/blobs/cw17-32/cw17-32_13_28_35.jpg,NP1,1.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/13/28.jpg,[846 841 256 256],None (label),1,0,0,0,0,0
100,100,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_4_49.jpg,NA (prediction),0.9034013,0.9092041,6.000569600000001e-06,NA37UCDtemporalgyri _4G8/0/14/4.jpg,"[421, 74, 256, 256]",consensus_of_2,0,1,0,0,0,0
101,101,phase1/blobs/cw17-3/cw17-3_2_22_44.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/cw17-3/0/2/22.jpg,[ 214 1059  256  256],None (label),0,0,1,0,0,0
102,102,cw15-12/cw15-12_28_38_0.jpg,NA (prediction),0.060327962,0.0045465394,0.9877401,cw15-12/0/28/38.jpg,"[835, 396, 256, 256]",consensus_of_2,0,0,0,0,0,1
103,103,cw13-0/cw13-0_14_21_28.jpg,NA (prediction),2.8755858e-05,0.00458088,0.33617306,cw13-0/0/14/21.jpg,"[857, 1280, 256, 256]",NP1,0,0,0,1,0,0
104,104,phase1/blobs/cw18-33/cw18-33_9_18_4.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw18-33/0/9/18.jpg,[1142   43  256  256],None (label),1,0,0,0,0,0
105,105,phase1/blobs/cw17-32/cw17-32_5_11_13.jpg,NP1,1.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/5/11.jpg,[ 241 1280  256  256],None (label),1,0,0,0,0,0
106,106,phase1/blobs/cw17-3/cw17-3_9_11_13.jpg,NP1,1.0,0.0,0.0,phase1/10x_tiles/cw17-3/0/9/11.jpg,[1130  436  256  256],None (label),0,1,0,0,0,0
107,107,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_12_28_48.jpg,NA (prediction),0.9906481,0.6879255999999999,0.000113102615,NA37UCDtemporalgyri _4G8/0/12/28.jpg,"[1280, 1280, 256, 256]",NP1,1,0,0,0,0,0
108,108,cw13-0/cw13-0_17_10_13.jpg,NA (prediction),0.0014199006,0.006466843000000001,0.8799374,cw13-0/0/17/10.jpg,"[325, 517, 256, 256]",consensus_of_2,0,0,0,1,0,0
