,Unnamed: 0,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
15,15,phase1/blobs/cw17-41/cw17-41_23_28_53.jpg,consensus_of_2,0.0,1.0,5.0,phase1/10x_tiles/cw17-41/0/23/28.jpg,[1246 1271  256  256],None (label),0,1,1,0,0,0
16,16,phase1/blobs/cw17-34/cw17-34_23_31_2.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/cw17-34/0/23/31.jpg,[370   0 256 256],None (label),0,1,0,0,0,0
17,17,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_26_8.jpg,NA (prediction),0.0034282971000000003,0.053380124,0.9749448,NA15UCDtemporalgyri _4G8/0/21/26.jpg,"[523, 236, 256, 256]",consensus_of_2,0,0,0,0,0,1
18,18,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_9_7_46.jpg,NP3,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/9/7.jpg,[687 577 256 256],None (label),0,1,0,0,0,0
19,19,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_16_39_6.jpg,NA (prediction),0.0076571265,0.99992514,1.5065325e-05,8-3_UTSW_temporal_6E10/0/16/39.jpg,"[185, 308, 256, 256]",NP3,0,1,0,0,0,0
20,20,phase1/blobs/cw17-11/cw17-11_17_19_44.jpg,NP3,0.0,1.0,1.0,phase1/10x_tiles/cw17-11/0/17/19.jpg,[529 846 256 256],None (label),0,1,1,0,0,0
21,21,phase1/blobs/cw17-3/cw17-3_9_11_21.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/9/11.jpg,[ 947 1015  256  256],None (label),0,0,1,0,0,0
22,22,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_22_49.jpg,NA (prediction),0.93612003,0.7838098000000001,3.2528035e-06,NA23UCDtemporalgyri _4G8/0/7/22.jpg,"[1222, 776, 256, 256]",NP3,0,1,0,0,0,0
23,23,cw18-48/cw18-48_28_23_67.jpg,NA (prediction),0.8957707,0.0016866856,0.047999058,cw18-48/0/28/23.jpg,"[503, 703, 256, 256]",NP3,0,0,0,1,0,0
24,24,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_24_27_14.jpg,NA (prediction),0.9507812,0.41964215,5.4461856e-07,NA28UCDtemporalgyri _4G8/0/24/27.jpg,"[347, 438, 256, 256]",NP3,0,0,0,0,0,1
25,25,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_15_23_13.jpg,consensus_of_2,4.0,0.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/15/23.jpg,[840 864 256 256],None (label),1,0,0,0,0,0
26,26,phase1/blobs/cw17-41/cw17-41_23_28_35.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/cw17-41/0/23/28.jpg,[1239  834  256  256],None (label),0,1,0,0,0,0
27,27,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_16_14_34.jpg,NP3,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/16/14.jpg,[820 507 256 256],None (label),0,1,0,0,0,0
28,28,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_16_21.jpg,NA (prediction),0.9882244,0.17883652,0.3577546,NA28UCDtemporalgyri _4G8/0/27/16.jpg,"[843, 123, 256, 256]",consensus_of_2,0,1,1,0,0,1
29,29,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_9_14.jpg,NA (prediction),0.9931961,0.58150005,4.7064193e-05,NA37UCDtemporalgyri _4G8/0/8/9.jpg,"[853, 258, 256, 256]",consensus_of_2,0,1,0,0,0,0
30,30,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_27_11.jpg,NA (prediction),0.85645336,0.84528327,7.400060999999998e-07,NA37UCDtemporalgyri _4G8/0/6/27.jpg,"[71, 174, 256, 256]",NP3,0,1,0,0,0,0
31,31,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_12_14_19.jpg,NA (prediction),0.14935810000000002,0.99983,3.431534e-07,NA27UCDtemporalgyri _4G8/0/12/14.jpg,"[0, 201, 256, 256]",NP3,0,1,0,0,0,0
32,32,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_11_7_9.jpg,NA (prediction),0.9992163,0.6508474,3.073738e-05,NA37UCDtemporalgyri _4G8/0/11/7.jpg,"[1118, 349, 256, 256]",NP3,1,1,0,0,0,0
33,33,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_27_54.jpg,NA (prediction),0.07627435,0.98416394,0.00041404346,NA28UCDtemporalgyri _4G8/0/12/27.jpg,"[798, 775, 256, 256]",NP3,0,1,0,0,0,0
34,34,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_6_6_4.jpg,NA (prediction),0.9850744,0.029040657,2.693668e-06,NA23UCDtemporalgyri _4G8/0/6/6.jpg,"[1277, 594, 256, 256]",NP3,1,0,0,0,0,0
35,35,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_6_17_16.jpg,NA (prediction),0.62156814,0.89776003,0.0029100897,40-3_UTSW_temporal_6E10/0/6/17.jpg,"[1050, 356, 256, 256]",NP3,0,1,0,0,0,0
36,36,cw15-12/cw15-12_28_37_62.jpg,NA (prediction),0.0011299283,0.26538804,0.017977454,cw15-12/0/28/37.jpg,"[1096, 877, 256, 256]",consensus_of_2,0,0,0,0,1,0
37,37,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_4_17_10.jpg,NA (prediction),0.99759054,0.8594886999999999,0.00016681605,17-3_UTSW_temporal_6E10/0/4/17.jpg,"[1220, 360, 256, 256]",consensus_of_2,1,1,0,0,0,0
38,38,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_24_20_2.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/24/20.jpg,[1041  422  256  256],None (label),0,1,0,0,0,0
39,39,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_2_22_39.jpg,NA (prediction),0.68946606,0.32639807,1.6299704e-05,NA37UCDtemporalgyri _4G8/0/2/22.jpg,"[1161, 1280, 256, 256]",NP3,1,0,0,0,0,0
40,40,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_31_50.jpg,NA (prediction),3.1825366e-05,0.0028852387,0.9999442,NA28UCDtemporalgyri _4G8/0/19/31.jpg,"[1060, 0, 256, 256]",consensus_of_2,0,0,0,0,1,1
41,41,cw18-48/cw18-48_27_34_9.jpg,NA (prediction),0.9525004,0.46980348,0.0057821404,cw18-48/0/27/34.jpg,"[0, 36, 256, 256]",consensus_of_2,0,0,0,1,1,0
42,42,phase1/blobs/cw17-11/cw17-11_12_24_16.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-11/0/12/24.jpg,[252 653 256 256],None (label),0,0,1,0,0,0
43,43,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_30_38.jpg,NA (prediction),0.99775463,0.9835286,4.308766599999998e-06,NA28UCDtemporalgyri _4G8/0/8/30.jpg,"[1136, 1280, 256, 256]",consensus_of_2,1,1,0,0,0,0
44,44,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_22_67.jpg,NA (prediction),0.90105486,0.9625383,3.7938964e-05,NA28UCDtemporalgyri _4G8/0/12/22.jpg,"[621, 1242, 256, 256]",consensus_of_2,0,1,0,0,0,0
45,45,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_20_10_5.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/20/10.jpg,[776   0 256 256],None (label),1,0,0,0,0,0
46,46,cw18-48/cw18-48_20_30_8.jpg,NA (prediction),0.9691721,0.07782539,2.5374067e-05,cw18-48/0/20/30.jpg,"[369, 964, 256, 256]",NP3,1,0,0,0,0,0
47,47,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_19_28.jpg,NA (prediction),0.033704136,0.23053774,0.96892166,NA27UCDtemporalgyri _4G8/0/23/19.jpg,"[475, 631, 256, 256]",consensus_of_2,0,1,0,0,1,0
48,48,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_13_22_22.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/13/22.jpg,[642  99 256 256],None (label),1,0,0,0,0,0
49,49,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_26_18.jpg,NA (prediction),9.626745e-06,0.00011706393,0.9975948,NA15UCDtemporalgyri _4G8/0/21/26.jpg,"[593, 724, 256, 256]",consensus_of_2,0,0,1,0,0,0
50,50,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_24_4.jpg,NA (prediction),0.0028289144,0.0005699244999999999,0.999987,8-3_UTSW_temporal_6E10/0/7/24.jpg,"[506, 108, 256, 256]",consensus_of_2,0,1,1,0,0,0
51,51,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_18_7_3.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/18/7.jpg,[738   0 256 256],None (label),0,1,0,0,0,0
52,52,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_36_0.jpg,NA (prediction),0.9141542,0.014823812,8.015609e-07,NA28UCDtemporalgyri _4G8/0/15/36.jpg,"[359, 85, 256, 256]",NP3,0,0,0,0,1,1
53,53,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_27.jpg,consensus_of_2,0.0,0.0,3.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[395 698 256 256],None (label),0,0,0,1,0,0
54,54,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_8_31_28.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/8/31.jpg,[1053    0  256  256],None (label),0,0,1,0,0,0
55,55,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_12_13.jpg,NA (prediction),0.99626607,0.9179142,4.1450567e-06,17-3_UTSW_temporal_6E10/0/14/12.jpg,"[1191, 120, 256, 256]",NP3,0,1,0,0,0,0
56,56,cw18-48/cw18-48_25_36_81.jpg,NA (prediction),0.8944716999999999,0.08710813,0.00025402172000000005,cw18-48/0/25/36.jpg,"[899, 1064, 256, 256]",NP3,0,1,0,0,0,0
57,57,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_2_12_9.jpg,NP3,0.0,1.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/2/12.jpg,[1280 1280  256  256],None (label),0,1,0,0,0,0
58,58,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_14_31_18.jpg,NA (prediction),0.9971879,0.101829775,4.985381e-07,8-3_UTSW_temporal_6E10/0/14/31.jpg,"[716, 1247, 256, 256]",NP3,0,1,0,0,0,0
59,59,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_17_31_19.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/17/31.jpg,[431 953 256 256],None (label),1,0,0,0,0,0
60,60,phase1/blobs/cw17-3/cw17-3_6_34_12.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/6/34.jpg,[ 544 1221  256  256],None (label),0,0,1,0,0,0
61,61,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_23_32.jpg,NA (prediction),0.0010780925,0.82184416,0.71390134,8-3_UTSW_temporal_6E10/0/7/23.jpg,"[101, 416, 256, 256]",NP3,0,0,0,0,0,0
62,62,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_15_7_14.jpg,NP3,0.0,1.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/15/7.jpg,[1227 1280  256  256],None (label),0,1,0,0,0,0
63,63,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_12_15.jpg,NA (prediction),0.9122726,0.7534470999999999,2.242345e-06,17-3_UTSW_temporal_6E10/0/14/12.jpg,"[1255, 147, 256, 256]",NP3,0,1,0,0,0,0
64,64,phase1/blobs/cw18-2/cw18-2_6_2_0.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw18-2/0/6/2.jpg,[  0 945 256 256],None (label),0,0,0,1,0,0
65,65,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_18_20_22.jpg,NA (prediction),0.7736783,0.70983297,1.4435505e-05,NA37UCDtemporalgyri _4G8/0/18/20.jpg,"[463, 488, 256, 256]",NP3,0,1,0,0,0,0
66,66,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_11_14_16.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/11/14.jpg,[1280  864  256  256],None (label),0,1,0,0,0,0
67,67,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_12_12_0.jpg,NA (prediction),4.235031e-05,0.00018346311,0.999998,NA15UCDtemporalgyri _4G8/0/12/12.jpg,"[1280, 0, 256, 256]",consensus_of_2,0,0,1,0,0,0
68,68,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_9_10_14.jpg,NA (prediction),0.9514274,0.086767524,2.0426546e-06,NA15UCDtemporalgyri _4G8/0/9/10.jpg,"[426, 1280, 256, 256]",NP3,1,0,0,0,0,0
69,69,cw15-12/cw15-12_27_41_5.jpg,NA (prediction),0.00042068167,3.549754000000001e-05,0.97288597,cw15-12/0/27/41.jpg,"[1171, 1280, 256, 256]",consensus_of_2,0,0,0,0,1,1
70,70,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_9_10_21.jpg,NA (prediction),0.99998105,0.016289087,5.3696896e-09,NA37UCDtemporalgyri _4G8/0/9/10.jpg,"[757, 407, 256, 256]",NP3,1,0,0,0,0,0
71,71,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_17_29_6.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/17/29.jpg,[1076   45  256  256],None (label),0,1,0,0,0,0
72,72,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_22_54.jpg,NA (prediction),0.9420895,0.13243942,0.0027585877,NA28UCDtemporalgyri _4G8/0/9/22.jpg,"[1280, 1212, 256, 256]",NP3,1,0,0,0,1,0
73,73,cw13-0/cw13-0_14_22_14.jpg,NA (prediction),0.00015195027,0.026506279,0.06514808,cw13-0/0/14/22.jpg,"[201, 1034, 256, 256]",NP3,0,0,0,0,1,0
74,74,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_23_26.jpg,NA (prediction),0.9999825,0.21803273,1.3287776000000004e-08,17-3_UTSW_temporal_6E10/0/14/23.jpg,"[1193, 736, 256, 256]",consensus_of_2,1,1,0,0,0,0
75,75,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_28_22_9.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/28/22.jpg,[497 809 256 256],None (label),0,1,0,0,0,0
76,76,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_18_20_4.jpg,NA (prediction),0.5930128,0.96739244,1.8397532e-06,NA37UCDtemporalgyri _4G8/0/18/20.jpg,"[376, 0, 256, 256]",NP3,0,1,0,0,0,0
77,77,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_25_8.jpg,NA (prediction),0.20504497,0.4140285,0.0054387953,NA28UCDtemporalgyri _4G8/0/13/25.jpg,"[273, 85, 256, 256]",NP3,0,0,0,1,0,0
78,78,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_13_0.jpg,NA (prediction),0.9220005,0.00035752216,0.5357593,NA28UCDtemporalgyri _4G8/0/25/13.jpg,"[802, 0, 256, 256]",consensus_of_2,0,0,0,0,1,0
79,79,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_26_28_22.jpg,NA (prediction),0.91883206,0.6853667,0.00069527025,NA28UCDtemporalgyri _4G8/0/26/28.jpg,"[1280, 407, 256, 256]",NP3,1,1,0,0,0,0
80,80,phase1/blobs/cw18-18/cw18-18_17_21_34.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/cw18-18/0/17/21.jpg,[  0 711 256 256],None (label),0,1,0,0,0,0
81,81,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_1_22_6.jpg,NA (prediction),0.95106757,0.7238851,0.0011545804,NA37UCDtemporalgyri _4G8/0/1/22.jpg,"[0, 902, 256, 256]",NP3,0,1,0,0,0,0
82,82,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_15_15.jpg,NA (prediction),0.0018883646,0.041015662,0.9917749,NA15UCDtemporalgyri _4G8/0/3/15.jpg,"[1079, 1245, 256, 256]",consensus_of_2,0,0,1,0,0,0
83,83,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_22_5.jpg,NA (prediction),0.23410885,0.98087156,0.0013545775,NA28UCDtemporalgyri _4G8/0/13/22.jpg,"[693, 0, 256, 256]",consensus_of_2,0,1,0,1,0,0
84,84,cw15-29/cw15-29_14_26_6.jpg,NA (prediction),0.00017849906000000002,0.000555391,0.42501017,cw15-29/0/14/26.jpg,"[420, 427, 256, 256]",NP3,0,0,0,1,0,0
85,85,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_18_24.jpg,NA (prediction),0.2866184,0.9995851,0.00021712294,17-3_UTSW_temporal_6E10/0/16/18.jpg,"[914, 1190, 256, 256]",consensus_of_2,0,1,0,0,0,0
86,86,phase1/blobs/cw17-11/cw17-11_24_33_18.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/cw17-11/0/24/33.jpg,[  88 1043  256  256],None (label),1,0,0,0,0,0
87,87,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_12_31_17.jpg,consensus_of_2,2.0,2.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/12/31.jpg,[ 801 1280  256  256],None (label),0,0,0,0,0,1
88,88,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_14_42.jpg,NA (prediction),0.043834582,0.98937094,1.3760591e-06,17-3_UTSW_temporal_6E10/0/9/14.jpg,"[445, 986, 256, 256]",NP3,0,1,0,0,0,0
89,89,phase1/blobs/cw18-18/cw18-18_24_21_0.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw18-18/0/24/21.jpg,[822  16 256 256],None (label),0,1,0,0,0,0
90,90,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_22_12.jpg,NA (prediction),0.30403309999999995,0.7437799,0.0020567598000000003,NA28UCDtemporalgyri _4G8/0/15/22.jpg,"[1266, 147, 256, 256]",NP3,0,1,0,0,0,0
91,91,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_9_12_14.jpg,NA (prediction),0.028360222,0.9997018,3.449714e-10,NA23UCDtemporalgyri _4G8/0/9/12.jpg,"[242, 409, 256, 256]",NP3,0,1,0,0,0,0
92,92,phase1/blobs/cw17-32/cw17-32_21_36_4.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/21/36.jpg,[1040   54  256  256],None (label),0,1,0,0,0,0
93,93,cw15-29/cw15-29_0_27_7.jpg,NA (prediction),0.0011629155,0.00077008293,0.11098003,cw15-29/0/0/27.jpg,"[354, 56, 256, 256]",NP3,0,0,0,1,0,0
94,94,phase1/blobs/cw17-11/cw17-11_20_15_29.jpg,consensus_of_2,0.0,4.0,3.0,phase1/10x_tiles/cw17-11/0/20/15.jpg,[1131 1280  256  256],None (label),0,1,0,0,0,0
95,95,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_25_35.jpg,NA (prediction),1.6207457e-06,0.00012498378,0.9999529,NA23UCDtemporalgyri _4G8/0/8/25.jpg,"[0, 722, 256, 256]",consensus_of_2,0,0,1,0,1,0
96,96,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_22_41.jpg,NA (prediction),0.11219469,0.9734014,0.0026507818,NA37UCDtemporalgyri _4G8/0/15/22.jpg,"[509, 872, 256, 256]",NP3,0,1,0,0,0,0
97,97,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_5_34.jpg,NA (prediction),0.90453666,0.98765844,2.2290759e-07,NA37UCDtemporalgyri _4G8/0/8/5.jpg,"[501, 366, 256, 256]",consensus_of_2,0,1,0,0,0,0
98,98,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_10_20_0.jpg,NA (prediction),0.9992668,0.017011005,2.8910245e-06,NA27UCDtemporalgyri _4G8/0/10/20.jpg,"[741, 0, 256, 256]",NP3,1,1,0,0,0,0
99,99,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_11_5_2.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/11/5.jpg,[1280 1226  256  256],None (label),0,0,0,0,0,1
100,100,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_4_49.jpg,NA (prediction),0.9034013,0.9092041,6.000569600000001e-06,NA37UCDtemporalgyri _4G8/0/14/4.jpg,"[421, 74, 256, 256]",consensus_of_2,0,1,0,0,0,0
101,101,phase1/blobs/cw17-3/cw17-3_2_22_44.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/cw17-3/0/2/22.jpg,[ 214 1059  256  256],None (label),0,0,0,1,0,0
102,102,cw15-12/cw15-12_28_38_0.jpg,NA (prediction),0.060327962,0.0045465394,0.9877401,cw15-12/0/28/38.jpg,"[835, 396, 256, 256]",consensus_of_2,0,0,0,1,0,0
103,103,cw15-29/cw15-29_20_3_2.jpg,NA (prediction),2.7790811000000003e-06,6.0016446e-05,0.91496474,cw15-29/0/20/3.jpg,"[735, 293, 256, 256]",NP3,0,0,0,1,0,0
104,104,phase1/blobs/cw18-33/cw18-33_9_18_4.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw18-33/0/9/18.jpg,[1142   43  256  256],None (label),1,0,0,0,0,0
105,105,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_10_17_18.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/10/17.jpg,[1249  322  256  256],None (label),1,0,0,0,0,0
106,106,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_12_23_1.jpg,NP3,1.0,0.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/12/23.jpg,[1155    0  256  256],None (label),0,1,0,0,0,0
