,Unnamed: 0,imagename,username,cored,diffuse,CAA,negative,flag,notsure
21,17057,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_19_4.jpg,consensus_of_5,0,0,0,0,0,0
22,7345,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_19_5.jpg,consensus_of_5,0,0,0,0,0,0
23,6902,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_19_6.jpg,consensus_of_5,0,1,0,0,0,0
24,4548,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_19_7.jpg,consensus_of_5,0,1,0,0,0,0
25,10457,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_0.jpg,consensus_of_5,0,1,0,0,0,0
26,13026,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_1.jpg,consensus_of_5,0,0,0,0,0,0
27,6862,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_10.jpg,consensus_of_5,0,1,0,0,0,0
28,8200,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_11.jpg,consensus_of_5,0,1,0,0,0,0
29,18022,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_13.jpg,consensus_of_5,0,1,0,0,0,0
30,3770,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_14.jpg,consensus_of_5,0,0,0,0,0,0
31,12134,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_15.jpg,consensus_of_5,0,0,0,0,0,0
32,8826,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_19.jpg,consensus_of_5,0,1,0,0,0,0
33,16088,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_2.jpg,consensus_of_5,0,0,0,0,0,0
34,6014,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_21.jpg,consensus_of_5,0,1,0,0,0,0
35,17220,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_4.jpg,consensus_of_5,0,1,0,0,0,0
36,14793,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_5.jpg,consensus_of_5,0,1,0,0,0,0
37,5488,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_6.jpg,consensus_of_5,0,1,0,0,0,0
38,6136,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_9.jpg,consensus_of_5,0,1,0,0,0,0
39,14274,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_0.jpg,consensus_of_5,0,1,0,0,0,0
40,13424,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_10.jpg,consensus_of_5,0,1,0,0,0,0
41,18541,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_13.jpg,consensus_of_5,0,0,0,0,0,0
42,4834,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_14.jpg,consensus_of_5,0,1,0,0,0,0
43,1522,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_15.jpg,consensus_of_5,0,1,0,0,0,0
44,13080,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_16.jpg,consensus_of_5,0,1,0,0,0,0
45,2792,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_17.jpg,consensus_of_5,0,1,0,0,0,0
46,3554,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_20.jpg,consensus_of_5,0,0,0,0,0,0
47,11460,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_22.jpg,consensus_of_5,0,0,0,0,0,0
48,15733,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_23.jpg,consensus_of_5,0,1,0,0,0,0
49,17630,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_24.jpg,consensus_of_5,0,0,0,0,0,0
50,7898,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_25.jpg,consensus_of_5,0,0,0,0,0,0
51,556,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_28.jpg,consensus_of_5,0,1,0,0,0,0
52,3174,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_29.jpg,consensus_of_5,0,1,0,0,0,0
53,5961,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_31.jpg,consensus_of_5,0,0,0,0,0,0
54,17990,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_34.jpg,consensus_of_5,0,0,0,0,0,0
55,177,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_35.jpg,consensus_of_5,0,0,0,0,0,0
56,211,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_37.jpg,consensus_of_5,0,0,0,0,0,0
57,4994,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_38.jpg,consensus_of_5,0,1,0,0,0,0
58,2953,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_39.jpg,consensus_of_5,0,1,0,0,0,0
59,15100,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_4.jpg,consensus_of_5,0,0,0,0,0,0
60,1361,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_41.jpg,consensus_of_5,0,1,0,0,0,0
61,4460,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_42.jpg,consensus_of_5,0,1,0,0,0,0
62,4071,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_43.jpg,consensus_of_5,0,1,0,0,0,0
63,4907,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_44.jpg,consensus_of_5,0,1,0,0,0,0
64,8221,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_45.jpg,consensus_of_5,0,1,0,0,0,0
65,7873,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_46.jpg,consensus_of_5,0,1,0,0,0,0
66,5022,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_47.jpg,consensus_of_5,0,0,0,0,0,0
67,5553,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_49.jpg,consensus_of_5,0,1,0,0,0,0
68,10114,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_5.jpg,consensus_of_5,0,0,0,0,0,0
69,294,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_52.jpg,consensus_of_5,0,1,0,0,0,0
70,9883,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_53.jpg,consensus_of_5,0,0,0,0,0,0
71,1837,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_54.jpg,consensus_of_5,0,1,0,0,0,0
72,11036,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_7.jpg,consensus_of_5,0,1,0,0,0,0
73,2514,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_8.jpg,consensus_of_5,0,1,0,0,0,0
74,2247,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_9.jpg,consensus_of_5,0,1,0,0,0,0
75,5447,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_1.jpg,consensus_of_5,0,0,0,0,0,0
76,13865,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_12.jpg,consensus_of_5,0,0,0,0,0,0
77,8722,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_13.jpg,consensus_of_5,0,0,1,0,0,0
78,1454,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_14.jpg,consensus_of_5,0,1,0,0,0,0
79,6722,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_15.jpg,consensus_of_5,0,0,0,0,0,0
80,8863,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_18.jpg,consensus_of_5,0,0,0,0,0,0
81,2294,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_19.jpg,consensus_of_5,0,0,0,0,0,0
82,8746,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_20.jpg,consensus_of_5,0,1,0,0,0,0
83,4607,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_21.jpg,consensus_of_5,0,1,0,0,0,0
84,18779,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_22.jpg,consensus_of_5,0,1,0,0,0,0
85,16178,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_23.jpg,consensus_of_5,0,0,0,0,0,0
86,8924,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_24.jpg,consensus_of_5,0,1,0,0,0,0
87,7191,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_25.jpg,consensus_of_5,0,1,0,0,0,0
88,19454,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_26.jpg,consensus_of_5,0,0,0,0,0,0
89,13658,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_27.jpg,consensus_of_5,0,1,0,0,0,0
90,10092,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_28.jpg,consensus_of_5,0,1,0,0,0,0
91,6005,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_3.jpg,consensus_of_5,0,1,0,0,0,0
92,14195,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_30.jpg,consensus_of_5,0,1,0,0,0,0
93,15403,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_6.jpg,consensus_of_5,0,0,0,0,0,0
94,12243,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_7.jpg,consensus_of_5,0,1,0,0,0,0
95,9425,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_8.jpg,consensus_of_5,1,0,0,0,0,0
96,8156,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_9.jpg,consensus_of_5,0,1,0,0,0,0
97,4595,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_0.jpg,consensus_of_5,0,0,0,0,0,0
98,12195,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_1.jpg,consensus_of_5,0,0,0,0,0,0
99,9566,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_4.jpg,consensus_of_5,0,1,0,0,0,0
100,10849,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_0.jpg,consensus_of_5,0,0,0,0,0,0
101,15105,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_10.jpg,consensus_of_5,0,1,0,0,0,0
102,19630,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_6.jpg,consensus_of_5,0,0,0,0,0,0
103,16658,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_8.jpg,consensus_of_5,0,0,1,0,0,0
104,2575,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_0.jpg,consensus_of_5,0,1,0,0,0,0
105,12671,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_1.jpg,consensus_of_5,0,1,0,0,0,0
106,5,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_11.jpg,consensus_of_5,0,1,0,0,0,0
107,15307,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_12.jpg,consensus_of_5,0,1,0,0,0,0
108,13926,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_13.jpg,consensus_of_5,0,0,0,0,0,0
109,4858,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_14.jpg,consensus_of_5,0,1,0,0,0,0
110,11008,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_15.jpg,consensus_of_5,0,1,0,0,0,0
111,7001,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_16.jpg,consensus_of_5,0,1,0,0,0,0
112,14518,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_18.jpg,consensus_of_5,0,0,0,0,0,0
113,11010,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_2.jpg,consensus_of_5,0,1,0,0,0,0
114,18502,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_20.jpg,consensus_of_5,0,1,0,0,0,0
115,2132,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_23.jpg,consensus_of_5,0,1,0,0,0,0
116,255,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_26.jpg,consensus_of_5,0,1,0,0,0,0
117,957,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_27.jpg,consensus_of_5,0,1,0,0,0,0
118,19670,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_29.jpg,consensus_of_5,0,1,0,0,0,0
119,14944,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_3.jpg,consensus_of_5,0,1,0,0,0,0
120,487,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_30.jpg,consensus_of_5,0,1,0,0,0,0
121,5203,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_31.jpg,consensus_of_5,0,1,0,0,0,0
122,13905,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_32.jpg,consensus_of_5,0,1,0,0,0,0
123,14555,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_33.jpg,consensus_of_5,0,0,0,0,0,0
124,7339,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_34.jpg,consensus_of_5,0,0,0,0,0,0
125,7772,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_35.jpg,consensus_of_5,0,1,0,0,0,0
126,14661,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_37.jpg,consensus_of_5,0,1,0,0,0,0
127,3930,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_39.jpg,consensus_of_5,0,1,0,0,0,0
128,17080,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_41.jpg,consensus_of_5,0,1,0,0,0,0
129,2950,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_44.jpg,consensus_of_5,0,1,0,0,0,0
130,19086,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_46.jpg,consensus_of_5,0,0,0,0,0,0
131,15952,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_47.jpg,consensus_of_5,0,1,0,0,0,0
132,14343,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_48.jpg,consensus_of_5,0,1,0,0,0,0
133,948,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_49.jpg,consensus_of_5,0,1,0,0,0,0
134,8963,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_50.jpg,consensus_of_5,0,1,0,0,0,0
135,1258,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_51.jpg,consensus_of_5,0,0,0,0,0,0
136,13737,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_7.jpg,consensus_of_5,0,1,0,0,0,0
137,15433,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_0.jpg,consensus_of_5,0,1,0,0,0,0
138,202,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_1.jpg,consensus_of_5,0,1,0,0,0,0
139,605,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_10.jpg,consensus_of_5,0,1,0,0,0,0
140,18837,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_11.jpg,consensus_of_5,0,1,0,0,0,0
141,19668,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_12.jpg,consensus_of_5,0,0,0,0,0,0
142,58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_13.jpg,consensus_of_5,0,1,0,0,0,0
143,8364,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_16.jpg,consensus_of_5,0,0,0,0,0,0
144,14265,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_19.jpg,consensus_of_5,0,1,0,0,0,0
145,6358,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_2.jpg,consensus_of_5,0,1,0,0,0,0
146,4332,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_20.jpg,consensus_of_5,0,0,0,0,0,0
147,1327,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_22.jpg,consensus_of_5,0,1,0,0,0,0
148,12128,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_24.jpg,consensus_of_5,0,1,0,0,0,0
149,12989,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_25.jpg,consensus_of_5,0,0,0,0,0,0
150,1913,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_26.jpg,consensus_of_5,0,1,0,0,0,0
151,15556,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_27.jpg,consensus_of_5,0,1,0,0,0,0
152,12773,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_29.jpg,consensus_of_5,0,1,0,0,0,0
153,7453,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_3.jpg,consensus_of_5,0,0,0,0,0,0
154,19448,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_30.jpg,consensus_of_5,0,0,0,0,0,0
155,6737,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_31.jpg,consensus_of_5,0,1,0,0,0,0
156,17120,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_32.jpg,consensus_of_5,0,0,0,0,0,0
157,15540,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_34.jpg,consensus_of_5,0,1,0,0,0,0
158,9075,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_35.jpg,consensus_of_5,0,1,0,0,0,0
159,6637,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_37.jpg,consensus_of_5,0,1,0,0,0,0
160,10166,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_39.jpg,consensus_of_5,0,1,0,0,0,0
161,12951,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_4.jpg,consensus_of_5,0,0,0,0,0,0
162,16470,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_43.jpg,consensus_of_5,0,0,0,0,0,0
163,12619,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_45.jpg,consensus_of_5,0,1,0,0,0,0
164,12140,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_46.jpg,consensus_of_5,0,1,0,0,0,0
165,835,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_49.jpg,consensus_of_5,0,0,0,0,0,0
166,8429,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_50.jpg,consensus_of_5,0,0,0,0,0,0
167,10505,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_51.jpg,consensus_of_5,0,0,1,0,0,0
168,695,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_54.jpg,consensus_of_5,0,1,0,0,0,0
169,3882,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_6.jpg,consensus_of_5,0,0,0,0,0,0
170,12820,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_8.jpg,consensus_of_5,0,1,0,0,0,0
171,455,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_2.jpg,consensus_of_5,0,1,0,0,0,0
172,4563,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_4.jpg,consensus_of_5,0,1,0,0,0,0
173,12857,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_7.jpg,consensus_of_5,0,1,0,0,0,0
174,17217,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_8.jpg,consensus_of_5,0,0,0,0,0,0
175,4499,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_0.jpg,consensus_of_5,1,0,0,0,0,0
176,9996,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_13.jpg,consensus_of_5,0,1,0,0,0,0
177,15112,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_14.jpg,consensus_of_5,0,1,0,0,0,0
178,14472,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_15.jpg,consensus_of_5,0,1,0,0,0,0
179,6994,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_17.jpg,consensus_of_5,0,1,0,0,0,0
180,13022,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_2.jpg,consensus_of_5,0,1,0,0,0,0
181,4061,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_20.jpg,consensus_of_5,0,1,0,0,0,0
182,17164,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_23.jpg,consensus_of_5,0,1,0,0,0,0
183,7723,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_28.jpg,consensus_of_5,0,0,0,0,0,0
184,15847,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_3.jpg,consensus_of_5,0,1,0,0,0,0
185,8846,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_30.jpg,consensus_of_5,0,1,0,0,0,0
186,5729,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_31.jpg,consensus_of_5,0,1,0,0,0,0
187,991,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_32.jpg,consensus_of_5,0,1,0,0,0,0
188,14413,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_33.jpg,consensus_of_5,0,1,0,0,0,0
189,11839,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_34.jpg,consensus_of_5,0,1,0,0,0,0
190,13500,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_35.jpg,consensus_of_5,0,1,0,0,0,0
191,14573,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_39.jpg,consensus_of_5,0,0,0,0,0,0
192,8465,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_4.jpg,consensus_of_5,0,1,0,0,0,0
193,9874,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_5.jpg,consensus_of_5,0,0,0,0,0,0
194,888,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_6.jpg,consensus_of_5,0,0,0,0,0,0
195,18094,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_7.jpg,consensus_of_5,0,1,0,0,0,0
196,11437,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_8.jpg,consensus_of_5,0,0,0,0,0,0
197,5209,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_9.jpg,consensus_of_5,0,1,0,0,0,0
198,14768,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_26_1.jpg,consensus_of_5,0,1,0,0,0,0
199,1511,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_26_2.jpg,consensus_of_5,0,1,0,0,0,0
200,9221,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_26_3.jpg,consensus_of_5,0,1,0,0,0,0
201,2907,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_26_6.jpg,consensus_of_5,0,0,0,0,0,0
