,Unnamed: 0,username,timestamp,imagename,cored,diffuse,CAA,negative,flag,notsure
47,47,NP5,2019-02-15 16:56:11,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_22.jpg,1,0,0,0,0,0
48,48,NP5,2019-02-21 16:32:20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_23.jpg,0,1,0,0,0,0
49,49,NP5,2019-02-18 18:43:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_24.jpg,0,1,0,0,0,0
50,50,NP5,2019-02-21 16:23:13,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_25.jpg,0,1,0,0,0,0
51,51,NP5,2019-02-18 17:31:32,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_28.jpg,0,1,0,0,0,0
52,52,NP5,2019-02-15 14:39:58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_29.jpg,0,1,0,0,0,0
53,53,NP5,2019-02-20 15:39:57,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_31.jpg,0,1,0,0,0,0
54,54,NP5,2019-02-18 18:27:49,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_34.jpg,0,1,0,0,0,0
55,55,NP5,2019-02-13 17:41:48,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_35.jpg,0,0,0,1,0,0
56,56,NP5,2019-02-15 16:24:12,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_37.jpg,0,1,0,0,0,0
57,57,NP5,2019-02-13 17:48:44,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_38.jpg,0,1,0,0,1,0
58,58,NP5,2019-02-21 21:51:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_39.jpg,0,1,0,0,0,0
59,59,NP5,2019-02-20 17:14:14,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_4.jpg,0,1,0,0,0,0
60,60,NP5,2019-02-15 16:52:16,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_41.jpg,0,1,0,0,0,0
61,61,NP5,2019-02-15 21:54:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_42.jpg,0,1,0,0,0,0
62,62,NP5,2019-02-13 17:51:00,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_43.jpg,0,1,0,0,0,0
63,63,NP5,2019-02-15 17:14:14,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_44.jpg,0,1,0,0,0,0
64,64,NP5,2019-02-19 21:38:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_45.jpg,0,1,0,0,0,0
65,65,NP5,2019-02-15 20:44:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_46.jpg,0,1,0,0,0,0
66,66,NP5,2019-02-15 20:43:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_47.jpg,0,0,0,0,1,1
67,67,NP5,2019-02-15 22:18:21,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_49.jpg,0,1,0,0,0,0
68,68,NP5,2019-02-18 19:14:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_5.jpg,0,0,0,0,1,1
69,69,NP5,2019-02-14 22:08:09,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_52.jpg,0,1,0,0,1,0
70,70,NP5,2019-02-20 15:44:03,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_53.jpg,1,0,0,0,0,0
71,71,NP5,2019-02-15 21:45:26,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_54.jpg,0,1,0,0,0,0
72,72,NP5,2019-02-18 18:05:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_7.jpg,0,1,0,0,0,0
73,73,NP5,2019-02-20 18:22:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_8.jpg,0,1,0,0,0,0
74,74,NP5,2019-02-18 16:56:40,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_9.jpg,0,1,0,0,0,0
75,75,NP5,2019-02-21 21:39:59,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_1.jpg,0,1,0,0,0,0
76,76,NP5,2019-02-20 16:58:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_12.jpg,1,0,0,0,0,0
77,77,NP5,2019-02-13 22:06:20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_13.jpg,0,0,1,0,0,0
78,78,NP5,2019-02-21 16:09:11,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_14.jpg,0,1,0,0,0,0
79,79,NP5,2019-02-20 18:45:08,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_15.jpg,0,1,0,0,0,0
80,80,NP5,2019-02-18 18:48:07,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_18.jpg,0,1,0,0,0,0
81,81,NP5,2019-02-18 21:00:28,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_19.jpg,0,1,0,0,1,0
82,82,NP5,2019-02-14 22:46:58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_20.jpg,0,1,0,0,1,0
83,83,NP5,2019-02-19 20:11:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_21.jpg,0,1,0,0,0,0
84,84,NP5,2019-02-19 22:49:58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_22.jpg,0,1,0,0,0,0
85,85,NP5,2019-02-19 22:56:19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_23.jpg,0,0,1,0,0,0
86,86,NP5,2019-02-21 16:49:58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_24.jpg,0,1,0,0,0,0
87,87,NP5,2019-02-18 20:52:23,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_25.jpg,0,1,0,0,0,0
88,88,NP5,2019-02-13 17:39:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_26.jpg,0,1,0,0,0,0
89,89,NP5,2019-02-18 19:10:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_27.jpg,0,1,0,0,0,0
90,90,NP5,2019-02-13 17:47:52,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_28.jpg,0,1,0,0,0,0
91,91,NP5,2019-02-15 14:54:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_3.jpg,0,1,0,0,0,0
92,92,NP5,2019-02-19 22:45:58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_30.jpg,0,1,0,0,0,0
93,93,NP5,2019-02-18 18:28:11,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_6.jpg,0,1,0,0,0,0
94,94,NP5,2019-02-15 21:04:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_7.jpg,0,1,0,0,0,0
95,95,NP5,2019-02-15 14:33:18,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_8.jpg,1,0,0,0,0,0
96,96,NP5,2019-02-18 20:25:19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_9.jpg,0,1,0,0,0,0
97,97,NP5,2019-02-18 18:14:15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_0.jpg,0,1,0,0,0,0
98,98,NP5,2019-02-21 21:34:48,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_1.jpg,0,1,0,0,0,0
99,99,NP5,2019-02-15 16:16:46,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_4.jpg,0,1,0,0,0,0
100,100,NP5,2019-02-15 20:48:50,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_0.jpg,0,1,0,0,0,0
101,101,NP5,2019-02-21 19:01:00,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_10.jpg,0,1,0,0,0,0
102,102,NP5,2019-02-18 21:46:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_6.jpg,0,1,0,0,0,0
103,103,NP5,2019-02-15 16:21:29,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_8.jpg,0,0,1,0,0,0
104,104,NP5,2019-02-19 20:10:07,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_0.jpg,0,1,0,0,1,0
105,105,NP5,2019-02-21 18:28:11,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_1.jpg,0,1,0,0,0,0
106,106,NP5,2019-02-20 18:39:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_11.jpg,0,1,0,0,0,0
107,107,NP5,2019-02-15 21:49:05,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_12.jpg,0,1,0,0,1,0
108,108,NP5,2019-02-19 23:09:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_13.jpg,1,0,0,0,0,0
109,109,NP5,2019-02-18 21:19:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_14.jpg,0,1,0,0,0,0
110,110,NP5,2019-02-20 18:39:48,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_15.jpg,0,1,0,0,0,0
111,111,NP5,2019-02-21 21:43:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_16.jpg,0,1,0,0,0,0
112,112,NP5,2019-02-15 14:21:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_18.jpg,0,1,0,0,0,0
113,113,NP5,2019-02-15 15:11:23,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_2.jpg,0,1,0,0,0,0
114,114,NP5,2019-02-13 18:39:31,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_20.jpg,0,1,0,0,0,0
115,115,NP5,2019-02-15 15:17:31,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_23.jpg,0,1,0,0,0,0
116,116,NP5,2019-02-15 20:50:58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_26.jpg,0,1,0,0,0,0
117,117,NP5,2019-02-18 21:31:50,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_27.jpg,0,1,0,0,0,0
118,118,NP5,2019-02-15 17:17:10,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_29.jpg,0,1,0,0,1,0
119,119,NP5,2019-02-18 18:16:44,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_3.jpg,0,1,0,0,0,0
120,120,NP5,2019-02-14 22:31:37,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_30.jpg,0,1,0,0,0,0
121,121,NP5,2019-02-20 16:49:23,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_31.jpg,0,1,0,0,0,0
122,122,NP5,2019-02-19 20:07:21,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_32.jpg,0,1,0,0,0,0
123,123,NP5,2019-02-19 22:48:47,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_33.jpg,0,1,0,0,0,0
124,124,NP5,2019-02-14 23:15:19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_34.jpg,0,0,0,1,0,0
125,125,NP5,2019-02-21 18:24:31,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_35.jpg,0,1,0,0,0,0
126,126,NP5,2019-02-18 18:31:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_37.jpg,0,1,0,0,0,0
127,127,NP5,2019-02-15 17:28:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_39.jpg,0,1,0,0,0,0
128,128,NP5,2019-02-18 18:28:18,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_41.jpg,0,1,0,0,0,0
129,129,NP5,2019-02-18 16:19:35,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_44.jpg,0,1,0,0,0,0
130,130,NP5,2019-02-20 15:38:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_46.jpg,1,0,0,0,0,0
131,131,NP5,2019-02-15 21:08:44,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_47.jpg,0,1,0,0,1,0
132,132,NP5,2019-02-21 16:35:01,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_48.jpg,0,1,0,0,1,0
133,133,NP5,2019-02-18 21:23:26,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_49.jpg,0,1,0,0,1,0
134,134,NP5,2019-02-20 15:47:50,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_50.jpg,0,1,0,0,0,0
135,135,NP5,2019-02-21 22:18:18,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_51.jpg,1,0,0,0,0,0
136,136,NP5,2019-02-21 21:13:00,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_7.jpg,0,1,0,0,0,0
137,137,NP5,2019-02-20 18:39:07,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_0.jpg,0,1,0,0,1,0
138,138,NP5,2019-02-20 20:45:13,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_1.jpg,0,1,0,0,0,0
139,139,NP5,2019-02-15 16:16:40,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_10.jpg,0,1,0,0,0,0
140,140,NP5,2019-02-18 17:18:50,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_11.jpg,0,1,0,0,0,0
141,141,NP5,2019-02-20 18:37:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_12.jpg,0,1,0,0,0,0
142,142,NP5,2019-02-19 22:32:23,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_13.jpg,0,1,0,0,0,0
143,143,NP5,2019-02-13 18:46:26,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_16.jpg,0,1,0,0,0,0
144,144,NP5,2019-02-20 19:00:18,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_19.jpg,0,1,0,0,0,0
145,145,NP5,2019-02-13 18:50:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_2.jpg,0,1,0,0,0,0
146,146,NP5,2019-02-18 20:16:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_20.jpg,0,1,0,0,0,0
147,147,NP5,2019-02-18 18:39:16,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_22.jpg,0,1,0,0,0,0
148,148,NP5,2019-02-21 21:48:46,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_24.jpg,0,1,0,0,1,0
149,149,NP5,2019-02-20 18:32:47,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_25.jpg,0,1,0,0,0,0
150,150,NP5,2019-02-19 17:50:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_26.jpg,0,1,0,0,0,0
151,151,NP5,2019-02-11 22:11:43,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_27.jpg,0,1,0,0,0,0
152,152,NP5,2019-02-15 17:30:26,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_29.jpg,0,1,0,0,0,0
153,153,NP5,2019-02-20 20:25:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_3.jpg,0,1,0,0,0,0
154,154,NP5,2019-02-21 21:03:05,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_30.jpg,0,1,0,0,0,0
155,155,NP5,2019-02-19 17:31:01,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_31.jpg,0,1,0,0,1,0
156,156,NP5,2019-02-15 16:30:35,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_32.jpg,0,1,0,0,0,0
157,157,NP5,2019-02-20 18:37:15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_34.jpg,0,1,0,0,0,0
158,158,NP5,2019-02-15 14:14:28,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_35.jpg,0,1,0,0,0,0
159,159,NP5,2019-02-19 17:51:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_37.jpg,0,1,0,0,0,0
160,160,NP5,2019-02-14 22:57:50,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_39.jpg,0,1,0,0,0,0
161,161,NP5,2019-02-21 21:19:02,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_4.jpg,0,1,0,0,0,0
162,162,NP5,2019-02-13 17:32:10,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_43.jpg,0,0,0,0,0,1
163,163,NP5,2019-02-15 14:42:58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_45.jpg,0,1,0,0,0,0
164,164,NP5,2019-02-21 19:01:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_46.jpg,0,1,0,0,0,0
165,165,NP5,2019-02-18 21:09:07,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_49.jpg,0,0,0,0,1,1
166,166,NP5,2019-02-20 20:42:57,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_50.jpg,1,0,0,0,0,0
167,167,NP5,2019-02-20 18:38:14,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_51.jpg,0,0,1,0,0,0
168,168,NP5,2019-02-18 20:55:35,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_54.jpg,0,1,0,0,0,0
169,169,NP5,2019-02-13 18:43:36,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_6.jpg,0,0,0,0,0,1
170,170,NP5,2019-02-19 20:07:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_8.jpg,0,1,0,0,0,0
171,171,NP5,2019-02-14 22:12:16,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_2.jpg,0,1,0,0,1,0
172,172,NP5,2019-02-21 21:32:55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_4.jpg,0,1,0,0,0,0
173,173,NP5,2019-02-20 15:48:37,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_7.jpg,0,1,0,0,0,0
174,174,NP5,2019-02-13 18:06:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_8.jpg,0,1,0,0,0,0
175,175,NP5,2019-02-18 18:07:55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_0.jpg,1,0,0,0,0,0
176,176,NP5,2019-02-21 16:58:28,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_13.jpg,0,1,0,0,0,0
177,177,NP5,2019-02-20 15:46:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_14.jpg,0,1,0,0,0,0
178,178,NP5,2019-02-15 15:16:29,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_15.jpg,0,1,0,0,0,0
179,179,NP5,2019-02-19 22:56:36,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_17.jpg,0,1,0,0,0,0
