,username,timestamp,imagename,cored,diffuse,CAA,negative,flag,notsure
27,UG2,2019-02-18 20:38:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_10.jpg,0,1,0,0,0,0
28,UG2,2019-02-20 00:48:14,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_11.jpg,0,1,0,0,0,0
29,UG2,2019-02-17 21:54:20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_13.jpg,0,1,0,0,0,0
30,UG2,2019-02-19 23:26:52,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_14.jpg,0,1,0,0,0,0
31,UG2,2019-02-22 17:27:45,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_15.jpg,0,0,0,0,0,1
32,UG2,2019-02-19 01:26:52,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_19.jpg,0,1,0,0,0,0
33,UG2,2019-02-20 06:32:04,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_2.jpg,0,1,0,0,0,0
34,UG2,2019-02-18 02:22:47,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_21.jpg,0,1,0,0,0,0
35,UG2,2019-02-22 17:37:04,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_4.jpg,0,1,0,0,0,0
36,UG2,2019-02-16 20:11:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_5.jpg,0,1,0,0,0,0
37,UG2,2019-02-20 17:54:56,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_6.jpg,0,1,0,0,0,0
38,UG2,2019-02-20 18:41:01,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_9.jpg,0,1,0,0,0,0
39,UG2,2019-02-22 17:04:23,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_0.jpg,0,0,0,0,0,1
40,UG2,2019-02-22 17:39:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_10.jpg,0,1,0,0,0,0
41,UG2,2019-02-18 21:44:37,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_13.jpg,0,0,0,0,0,1
42,UG2,2019-02-20 17:30:02,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_14.jpg,0,1,0,0,0,0
43,UG2,2019-02-20 06:22:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_15.jpg,0,1,0,0,0,0
44,UG2,2019-02-16 19:21:56,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_16.jpg,0,1,0,0,0,0
45,UG2,2019-02-19 01:32:01,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_17.jpg,0,1,0,0,0,0
46,UG2,2019-02-18 20:52:40,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_20.jpg,0,0,1,0,0,0
47,UG2,2019-02-18 01:39:13,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_22.jpg,0,1,0,0,0,0
48,UG2,2019-02-20 20:09:45,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_23.jpg,0,1,0,0,0,0
49,UG2,2019-02-19 01:19:25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_24.jpg,0,1,0,0,0,0
50,UG2,2019-02-20 19:20:15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_25.jpg,0,1,0,0,0,0
51,UG2,2019-02-18 21:59:49,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_28.jpg,0,1,0,0,0,0
52,UG2,2019-02-17 22:03:23,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_29.jpg,0,1,0,0,1,0
53,UG2,2019-02-20 17:15:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_31.jpg,0,1,0,0,0,0
54,UG2,2019-02-19 01:09:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_34.jpg,0,0,0,0,0,1
55,UG2,2019-02-16 18:06:57,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_35.jpg,0,1,0,0,0,0
56,UG2,2019-02-17 23:59:55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_37.jpg,0,1,0,0,0,0
57,UG2,2019-02-16 19:16:48,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_38.jpg,0,1,0,0,1,0
58,UG2,2019-02-22 18:20:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_39.jpg,0,1,0,0,0,0
59,UG2,2019-02-20 17:38:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_4.jpg,0,1,0,0,0,0
60,UG2,2019-02-18 01:23:03,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_41.jpg,0,1,0,0,0,0
61,UG2,2019-02-18 20:30:32,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_42.jpg,0,1,0,0,0,0
62,UG2,2019-02-16 19:18:12,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_43.jpg,0,1,0,0,0,0
63,UG2,2019-02-18 02:01:49,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_44.jpg,0,1,0,0,0,0
64,UG2,2019-02-20 05:57:43,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_45.jpg,0,1,0,0,0,0
65,UG2,2019-02-18 09:29:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_46.jpg,0,1,0,0,0,0
66,UG2,2019-02-18 09:28:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_47.jpg,0,0,0,0,0,1
67,UG2,2019-02-18 20:46:44,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_49.jpg,0,1,0,0,1,0
68,UG2,2019-02-19 01:28:34,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_5.jpg,0,0,0,0,0,1
69,UG2,2019-02-17 00:29:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_52.jpg,0,1,0,0,1,0
70,UG2,2019-02-20 17:16:41,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_53.jpg,1,0,0,0,0,0
71,UG2,2019-02-18 20:20:20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_54.jpg,0,1,0,0,1,0
72,UG2,2019-02-18 22:10:10,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_7.jpg,0,1,0,0,0,0
73,UG2,2019-02-20 17:57:01,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_8.jpg,0,1,0,0,0,0
74,UG2,2019-02-18 20:55:40,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_9.jpg,0,0,0,0,0,1
75,UG2,2019-02-22 18:08:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_1.jpg,0,1,0,0,0,0
76,UG2,2019-02-20 17:32:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_12.jpg,1,0,0,0,0,0
77,UG2,2019-02-16 23:47:07,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_13.jpg,0,0,0,0,0,1
78,UG2,2019-02-20 18:49:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_14.jpg,0,1,0,0,1,0
79,UG2,2019-02-20 18:25:18,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_15.jpg,0,1,0,0,0,0
80,UG2,2019-02-19 01:22:07,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_18.jpg,1,1,0,0,1,0
81,UG2,2019-02-19 23:31:02,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_19.jpg,0,0,0,0,0,1
82,UG2,2019-02-17 20:30:53,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_20.jpg,0,1,0,0,1,0
83,UG2,2019-02-20 05:50:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_21.jpg,1,0,0,0,0,0
84,UG2,2019-02-20 06:38:56,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_22.jpg,0,1,0,0,0,0
85,UG2,2019-02-20 06:45:24,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_23.jpg,0,0,1,0,0,0
86,UG2,2019-02-20 20:18:13,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_24.jpg,0,1,0,0,0,0
87,UG2,2019-02-19 23:27:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_25.jpg,0,1,0,0,0,0
88,UG2,2019-02-16 18:03:37,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_26.jpg,0,1,0,0,0,0
89,UG2,2019-02-19 01:25:46,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_27.jpg,0,1,0,0,0,0
90,UG2,2019-02-16 19:09:48,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_28.jpg,0,1,0,0,0,0
91,UG2,2019-02-17 22:19:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_3.jpg,0,1,0,0,0,0
92,UG2,2019-02-20 06:37:48,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_30.jpg,0,1,0,0,1,0
93,UG2,2019-02-19 01:10:02,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_6.jpg,0,1,0,0,0,0
94,UG2,2019-02-18 09:46:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_7.jpg,0,1,0,0,0,0
95,UG2,2019-02-17 21:52:55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_8.jpg,1,0,0,0,0,0
96,UG2,2019-02-19 23:08:45,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_9.jpg,0,1,0,0,0,0
97,UG2,2019-02-18 22:20:15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_0.jpg,0,1,0,0,0,0
98,UG2,2019-02-22 17:38:47,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_1.jpg,0,1,0,0,0,0
99,UG2,2019-02-17 23:53:40,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_4.jpg,0,1,0,0,0,0
100,UG2,2019-02-18 09:32:00,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_0.jpg,1,0,0,0,0,0
101,UG2,2019-02-22 17:16:32,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_10.jpg,0,1,0,0,0,0
102,UG2,2019-02-20 01:07:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_6.jpg,0,1,0,0,0,0
103,UG2,2019-02-17 23:56:53,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_8.jpg,0,0,1,0,0,0
104,UG2,2019-02-20 05:50:26,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_0.jpg,0,1,0,0,0,0
105,UG2,2019-02-22 17:04:48,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_1.jpg,0,1,0,0,0,0
106,UG2,2019-02-20 18:21:58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_11.jpg,0,1,0,0,0,0
107,UG2,2019-02-18 20:24:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_12.jpg,0,1,0,0,1,0
108,UG2,2019-02-20 06:47:49,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_13.jpg,1,0,0,0,0,0
109,UG2,2019-02-20 00:52:43,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_14.jpg,0,1,0,0,0,0
110,UG2,2019-02-20 18:22:03,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_15.jpg,0,1,0,0,0,0
111,UG2,2019-02-22 18:17:06,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_16.jpg,0,1,0,0,0,0
112,UG2,2019-02-17 21:39:50,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_18.jpg,1,0,0,0,0,0
113,UG2,2019-02-17 23:22:47,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_2.jpg,0,1,0,0,0,0
114,UG2,2019-02-16 20:12:23,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_20.jpg,0,1,0,0,0,0
115,UG2,2019-02-17 23:33:47,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_23.jpg,0,1,0,0,0,0
116,UG2,2019-02-18 09:34:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_26.jpg,0,1,0,0,0,0
117,UG2,2019-02-20 00:59:30,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_27.jpg,0,1,0,0,0,0
118,UG2,2019-02-18 02:08:34,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_29.jpg,0,1,0,0,0,1
119,UG2,2019-02-18 22:22:31,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_3.jpg,0,1,0,0,1,0
120,UG2,2019-02-17 20:04:25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_30.jpg,0,1,0,0,0,0
121,UG2,2019-02-20 17:24:22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_31.jpg,0,1,0,0,0,0
122,UG2,2019-02-20 05:48:41,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_32.jpg,0,1,0,0,0,0
123,UG2,2019-02-20 06:38:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_33.jpg,0,1,0,0,0,0
124,UG2,2019-02-17 21:06:42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_34.jpg,0,1,0,0,0,0
125,UG2,2019-02-22 17:02:10,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_35.jpg,0,1,0,0,0,0
126,UG2,2019-02-19 01:11:45,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_37.jpg,0,1,0,0,0,0
127,UG2,2019-02-18 02:20:17,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_39.jpg,0,1,0,0,0,0
128,UG2,2019-02-19 01:10:06,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_41.jpg,0,1,0,0,0,0
129,UG2,2019-02-18 20:47:03,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_44.jpg,0,1,0,0,0,0
130,UG2,2019-02-20 06:51:34,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_46.jpg,1,0,0,0,0,0
131,UG2,2019-02-18 20:11:40,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_47.jpg,0,1,0,0,0,0
132,UG2,2019-02-20 20:10:53,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_48.jpg,0,1,0,0,0,0
133,UG2,2019-02-20 00:54:19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_49.jpg,0,1,0,0,1,0
134,UG2,2019-02-20 17:18:40,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_50.jpg,0,1,0,0,0,0
135,UG2,2019-02-22 18:29:07,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_51.jpg,1,0,0,0,0,0
136,UG2,2019-02-22 17:32:52,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_7.jpg,0,1,0,0,0,0
137,UG2,2019-02-20 18:21:49,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_0.jpg,0,1,0,0,1,0
138,UG2,2019-02-20 18:40:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_1.jpg,0,1,0,0,0,0
139,UG2,2019-02-17 23:53:37,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_10.jpg,0,1,0,0,0,0
140,UG2,2019-02-18 21:43:54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_11.jpg,0,1,0,0,0,0
141,UG2,2019-02-20 18:21:05,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_12.jpg,0,1,0,0,0,0
142,UG2,2019-02-20 06:32:43,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_13.jpg,0,1,0,0,0,0
143,UG2,2019-02-16 23:05:24,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_16.jpg,0,1,0,0,0,0
144,UG2,2019-02-20 18:27:25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_19.jpg,0,1,0,0,0,0
145,UG2,2019-02-16 23:11:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_2.jpg,0,1,0,0,0,0
146,UG2,2019-02-19 02:40:37,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_20.jpg,0,1,0,0,0,0
147,UG2,2019-02-19 01:16:23,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_22.jpg,0,1,0,0,0,0
148,UG2,2019-02-22 18:18:41,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_24.jpg,0,1,0,0,0,0
149,UG2,2019-02-20 18:19:06,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_25.jpg,0,1,0,0,0,0
150,UG2,2019-02-20 05:42:59,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_26.jpg,0,1,0,0,0,0
151,UG2,2019-01-30 19:40:08,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_27.jpg,0,1,0,0,0,0
152,UG2,2019-02-18 02:21:21,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_29.jpg,0,1,0,0,0,0
153,UG2,2019-02-20 18:34:56,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_3.jpg,0,1,0,0,0,0
154,UG2,2019-02-22 17:31:09,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_30.jpg,0,1,0,0,0,0
155,UG2,2019-02-20 05:41:02,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_31.jpg,0,1,0,0,1,0
156,UG2,2019-02-18 00:05:53,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_32.jpg,0,0,0,0,0,1
157,UG2,2019-02-20 18:20:53,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_34.jpg,0,1,0,0,0,0
158,UG2,2019-02-17 21:22:36,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_35.jpg,0,1,0,0,0,0
159,UG2,2019-02-20 05:43:12,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_37.jpg,0,1,0,0,0,0
160,UG2,2019-02-17 20:43:12,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_39.jpg,0,1,0,0,0,0
161,UG2,2019-02-22 17:35:35,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_4.jpg,0,0,0,0,0,1
162,UG2,2019-02-16 06:29:31,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_43.jpg,0,1,0,0,1,0
163,UG2,2019-02-17 22:09:26,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_45.jpg,0,1,0,0,0,0
164,UG2,2019-02-22 17:16:50,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_46.jpg,0,1,0,0,0,0
165,UG2,2019-02-20 00:46:56,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_49.jpg,0,0,0,0,0,1
166,UG2,2019-02-20 18:38:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_50.jpg,0,1,0,0,0,0
167,UG2,2019-02-20 18:21:27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_51.jpg,0,0,1,0,0,0
168,UG2,2019-02-19 23:28:51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_54.jpg,0,1,0,0,0,0
169,UG2,2019-02-16 22:58:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_6.jpg,0,1,0,0,0,0
170,UG2,2019-02-20 05:48:44,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_8.jpg,0,1,0,0,0,0
171,UG2,2019-02-17 02:08:55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_2.jpg,1,0,0,0,0,1
172,UG2,2019-02-22 17:38:16,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_4.jpg,0,1,0,0,0,0
173,UG2,2019-02-20 17:18:55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_7.jpg,0,1,0,0,0,0
174,UG2,2019-02-16 20:04:38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_8.jpg,0,1,0,0,0,0
175,UG2,2019-02-18 22:13:08,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_0.jpg,1,0,0,0,0,0
176,UG2,2019-02-20 20:21:41,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_13.jpg,0,1,0,0,0,0
177,UG2,2019-02-20 17:17:32,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_14.jpg,0,1,0,0,0,0
178,UG2,2019-02-17 23:31:11,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_15.jpg,0,1,0,0,0,0
179,UG2,2019-02-20 06:45:32,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_17.jpg,0,1,0,0,0,0
180,UG2,2019-02-20 17:16:33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_2.jpg,0,1,0,0,0,0
181,UG2,2019-02-20 05:45:07,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_20.jpg,0,1,0,0,0,0
182,UG2,2019-02-19 00:18:45,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_23.jpg,0,1,0,0,0,0
183,UG2,2019-02-17 23:41:59,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_28.jpg,0,1,0,0,0,0
184,UG2,2019-02-20 18:39:05,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_3.jpg,0,1,0,0,0,0
