,imagename,username,cored,diffuse,CAA,negative,flag,notsure
25,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_0.jpg,consensus_of_3,0,1,0,0,0,0
26,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_1.jpg,consensus_of_3,0,1,0,0,0,0
27,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_10.jpg,consensus_of_3,0,1,0,0,0,0
28,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_11.jpg,consensus_of_3,0,1,0,0,0,0
29,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_13.jpg,consensus_of_3,0,1,0,0,0,0
30,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_14.jpg,consensus_of_3,0,1,0,0,0,0
31,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_15.jpg,consensus_of_3,0,1,0,0,0,0
32,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_19.jpg,consensus_of_3,0,1,0,0,0,0
33,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_2.jpg,consensus_of_3,0,1,0,0,0,0
34,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_21.jpg,consensus_of_3,0,1,0,0,0,0
35,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_4.jpg,consensus_of_3,0,1,0,0,0,0
36,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_5.jpg,consensus_of_3,0,1,0,0,0,0
37,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_6.jpg,consensus_of_3,0,1,0,0,0,0
38,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_9.jpg,consensus_of_3,0,1,0,0,0,0
39,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_0.jpg,consensus_of_3,0,1,0,0,0,0
40,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_10.jpg,consensus_of_3,0,1,0,0,0,0
41,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_13.jpg,consensus_of_3,0,0,0,1,0,0
42,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_14.jpg,consensus_of_3,0,1,0,0,0,0
43,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_15.jpg,consensus_of_3,0,1,0,0,0,0
44,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_16.jpg,consensus_of_3,0,1,0,0,0,0
45,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_17.jpg,consensus_of_3,0,1,0,0,0,0
46,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_20.jpg,consensus_of_3,0,0,1,0,0,0
47,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_22.jpg,consensus_of_3,0,1,0,0,0,0
48,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_23.jpg,consensus_of_3,0,1,0,0,0,0
49,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_24.jpg,consensus_of_3,0,1,0,0,0,0
50,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_25.jpg,consensus_of_3,0,1,0,0,0,0
51,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_28.jpg,consensus_of_3,0,1,0,0,0,0
52,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_29.jpg,consensus_of_3,0,1,0,0,0,0
53,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_31.jpg,consensus_of_3,0,1,0,0,0,0
54,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_34.jpg,consensus_of_3,0,1,0,0,0,0
55,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_35.jpg,consensus_of_3,0,1,0,0,0,0
56,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_37.jpg,consensus_of_3,0,1,0,0,0,0
57,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_38.jpg,consensus_of_3,0,1,0,0,0,0
58,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_39.jpg,consensus_of_3,0,1,0,0,0,0
59,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_4.jpg,consensus_of_3,0,1,0,0,0,0
60,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_41.jpg,consensus_of_3,0,1,0,0,0,0
61,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_42.jpg,consensus_of_3,0,1,0,0,0,0
62,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_43.jpg,consensus_of_3,0,1,0,0,0,0
63,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_44.jpg,consensus_of_3,0,1,0,0,0,0
64,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_45.jpg,consensus_of_3,0,1,0,0,0,0
65,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_46.jpg,consensus_of_3,0,1,0,0,0,0
66,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_47.jpg,consensus_of_3,0,0,0,0,0,1
67,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_49.jpg,consensus_of_3,0,1,0,0,0,0
68,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_5.jpg,consensus_of_3,0,1,0,0,0,0
69,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_52.jpg,consensus_of_3,0,1,0,0,1,0
70,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_53.jpg,consensus_of_3,0,1,0,0,0,0
71,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_54.jpg,consensus_of_3,0,1,0,0,0,0
72,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_7.jpg,consensus_of_3,0,1,0,0,0,0
73,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_8.jpg,consensus_of_3,0,1,0,0,0,0
74,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_9.jpg,consensus_of_3,0,1,0,0,0,0
75,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_1.jpg,consensus_of_3,0,1,0,0,0,0
76,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_12.jpg,consensus_of_3,1,0,0,0,0,0
77,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_13.jpg,consensus_of_3,0,0,1,0,0,0
78,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_14.jpg,consensus_of_3,0,1,0,0,0,0
79,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_15.jpg,consensus_of_3,0,1,0,0,0,0
80,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_18.jpg,consensus_of_3,0,1,0,0,0,0
81,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_19.jpg,consensus_of_3,0,1,0,0,0,0
82,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_20.jpg,consensus_of_3,0,1,0,0,0,0
83,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_21.jpg,consensus_of_3,0,1,0,0,0,0
84,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_22.jpg,consensus_of_3,0,1,0,0,0,0
85,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_23.jpg,consensus_of_3,0,0,1,0,0,0
86,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_24.jpg,consensus_of_3,0,1,0,0,0,0
87,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_25.jpg,consensus_of_3,0,1,0,0,0,0
88,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_26.jpg,consensus_of_3,0,1,0,0,0,0
89,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_27.jpg,consensus_of_3,0,1,0,0,0,0
90,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_28.jpg,consensus_of_3,0,1,0,0,0,0
91,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_3.jpg,consensus_of_3,0,1,0,0,0,0
92,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_30.jpg,consensus_of_3,0,1,0,0,0,0
93,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_6.jpg,consensus_of_3,0,1,0,0,0,0
94,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_7.jpg,consensus_of_3,0,1,0,0,0,0
95,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_8.jpg,consensus_of_3,1,0,0,0,0,0
96,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_9.jpg,consensus_of_3,0,1,0,0,0,0
97,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_0.jpg,consensus_of_3,0,1,0,0,0,0
98,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_1.jpg,consensus_of_3,0,1,0,0,0,0
99,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_4.jpg,consensus_of_3,0,1,0,0,0,0
100,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_0.jpg,consensus_of_3,0,1,0,0,0,0
101,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_10.jpg,consensus_of_3,0,1,0,0,0,0
102,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_6.jpg,consensus_of_3,1,0,0,0,0,0
103,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_8.jpg,consensus_of_3,0,0,1,0,0,0
104,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_0.jpg,consensus_of_3,0,1,0,0,0,0
105,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_1.jpg,consensus_of_3,0,1,0,0,0,0
106,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_11.jpg,consensus_of_3,0,1,0,0,0,0
107,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_12.jpg,consensus_of_3,0,1,0,0,0,0
108,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_13.jpg,consensus_of_3,1,0,0,0,0,0
109,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_14.jpg,consensus_of_3,0,1,0,0,0,0
110,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_15.jpg,consensus_of_3,0,1,0,0,0,0
111,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_16.jpg,consensus_of_3,0,1,0,0,0,0
112,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_18.jpg,consensus_of_3,1,0,0,0,0,0
113,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_2.jpg,consensus_of_3,0,1,0,0,0,0
114,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_20.jpg,consensus_of_3,0,1,0,0,0,0
115,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_23.jpg,consensus_of_3,0,1,0,0,0,0
116,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_26.jpg,consensus_of_3,0,1,0,0,0,0
117,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_27.jpg,consensus_of_3,0,1,0,0,0,0
118,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_29.jpg,consensus_of_3,0,1,0,0,0,0
119,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_3.jpg,consensus_of_3,0,1,0,0,0,0
120,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_30.jpg,consensus_of_3,0,1,0,0,0,0
121,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_31.jpg,consensus_of_3,0,1,0,0,0,0
122,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_32.jpg,consensus_of_3,0,1,0,0,0,0
123,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_33.jpg,consensus_of_3,0,1,0,0,0,0
124,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_34.jpg,consensus_of_3,0,1,0,0,0,0
125,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_35.jpg,consensus_of_3,0,1,0,0,0,0
126,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_37.jpg,consensus_of_3,0,1,0,0,0,0
127,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_39.jpg,consensus_of_3,0,1,0,0,0,0
128,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_41.jpg,consensus_of_3,0,1,0,0,0,0
129,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_44.jpg,consensus_of_3,0,1,0,0,0,0
130,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_46.jpg,consensus_of_3,1,0,0,0,0,0
131,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_47.jpg,consensus_of_3,0,1,0,0,0,0
132,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_48.jpg,consensus_of_3,0,1,0,0,0,0
133,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_49.jpg,consensus_of_3,0,1,0,0,1,0
134,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_50.jpg,consensus_of_3,0,1,0,0,0,0
135,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_51.jpg,consensus_of_3,0,1,0,0,0,0
136,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_7.jpg,consensus_of_3,0,1,0,0,0,0
137,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_0.jpg,consensus_of_3,0,1,0,0,0,0
138,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_1.jpg,consensus_of_3,0,1,0,0,0,0
139,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_10.jpg,consensus_of_3,0,1,0,0,0,0
140,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_11.jpg,consensus_of_3,0,1,0,0,0,0
141,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_12.jpg,consensus_of_3,0,1,0,0,0,0
142,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_13.jpg,consensus_of_3,0,1,0,0,0,0
143,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_16.jpg,consensus_of_3,0,1,0,0,0,0
144,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_19.jpg,consensus_of_3,0,1,0,0,0,0
145,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_2.jpg,consensus_of_3,0,1,0,0,0,0
146,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_20.jpg,consensus_of_3,0,1,0,0,0,0
147,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_22.jpg,consensus_of_3,0,1,0,0,0,0
148,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_24.jpg,consensus_of_3,0,1,0,0,0,0
149,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_25.jpg,consensus_of_3,0,1,0,0,0,0
150,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_26.jpg,consensus_of_3,0,1,0,0,0,0
151,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_27.jpg,consensus_of_3,0,1,0,0,0,0
152,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_29.jpg,consensus_of_3,0,1,0,0,0,0
153,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_3.jpg,consensus_of_3,0,1,0,0,0,0
154,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_30.jpg,consensus_of_3,0,1,0,0,0,0
155,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_31.jpg,consensus_of_3,0,1,0,0,0,0
156,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_32.jpg,consensus_of_3,0,1,0,0,0,0
157,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_34.jpg,consensus_of_3,0,1,0,0,0,0
158,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_35.jpg,consensus_of_3,0,1,0,0,0,0
159,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_37.jpg,consensus_of_3,0,1,0,0,0,0
160,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_39.jpg,consensus_of_3,0,1,0,0,0,0
161,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_4.jpg,consensus_of_3,0,1,0,0,0,0
162,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_43.jpg,consensus_of_3,0,1,0,0,0,1
163,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_45.jpg,consensus_of_3,0,1,0,0,0,0
164,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_46.jpg,consensus_of_3,0,1,0,0,0,0
165,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_49.jpg,consensus_of_3,0,0,0,0,0,1
166,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_50.jpg,consensus_of_3,0,1,0,0,0,0
167,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_51.jpg,consensus_of_3,0,0,1,0,0,0
168,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_54.jpg,consensus_of_3,0,1,0,0,0,0
169,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_6.jpg,consensus_of_3,0,1,0,0,0,0
170,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_23_8.jpg,consensus_of_3,0,1,0,0,0,0
171,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_2.jpg,consensus_of_3,0,1,0,0,0,0
172,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_4.jpg,consensus_of_3,0,1,0,0,0,0
173,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_7.jpg,consensus_of_3,0,1,0,0,0,0
174,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_7_8.jpg,consensus_of_3,0,1,0,0,0,0
175,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_0.jpg,consensus_of_3,1,0,0,0,0,0
176,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_13.jpg,consensus_of_3,0,1,0,0,0,0
177,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_14.jpg,consensus_of_3,0,1,0,0,0,0
178,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_15.jpg,consensus_of_3,0,1,0,0,0,0
179,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_17.jpg,consensus_of_3,0,1,0,0,0,0
180,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_2.jpg,consensus_of_3,0,1,0,0,0,0
181,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_20.jpg,consensus_of_3,0,1,0,0,0,0
182,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_23.jpg,consensus_of_3,0,1,0,0,0,0
183,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_28.jpg,consensus_of_3,0,1,0,0,0,0
184,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_3.jpg,consensus_of_3,0,1,0,0,0,0
185,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_30.jpg,consensus_of_3,0,1,0,0,0,0
186,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_31.jpg,consensus_of_3,0,1,0,0,0,0
187,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_32.jpg,consensus_of_3,0,1,0,0,0,0
188,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_33.jpg,consensus_of_3,0,1,0,0,0,0
189,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_34.jpg,consensus_of_3,0,1,0,0,0,0
190,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_35.jpg,consensus_of_3,0,1,0,0,0,0
191,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_39.jpg,consensus_of_3,0,1,0,0,0,0
192,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_4.jpg,consensus_of_3,0,1,0,0,0,0
193,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_5.jpg,consensus_of_3,0,1,0,0,0,0
194,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_6.jpg,consensus_of_3,0,1,0,0,0,0
195,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_7.jpg,consensus_of_3,0,1,0,0,0,0
196,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_8.jpg,consensus_of_3,0,1,0,0,0,0
197,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_8_9.jpg,consensus_of_3,0,1,0,0,0,0
198,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_26_1.jpg,consensus_of_3,0,1,0,0,0,0
199,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_26_2.jpg,consensus_of_3,0,1,0,0,0,0
200,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_26_3.jpg,consensus_of_3,0,1,0,0,0,0
201,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_26_6.jpg,consensus_of_3,0,1,0,0,0,0
202,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_26_7.jpg,consensus_of_3,0,1,0,0,0,0
203,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_26_9.jpg,consensus_of_3,0,1,0,0,0,0
204,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_33_0.jpg,consensus_of_3,0,1,0,0,1,0
205,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_33_1.jpg,consensus_of_3,0,1,0,0,0,0
206,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_33_2.jpg,consensus_of_3,0,1,0,0,0,0
207,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_33_4.jpg,consensus_of_3,0,1,0,0,0,0
208,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_8_1.jpg,consensus_of_3,0,1,0,0,0,0
209,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_8_10.jpg,consensus_of_3,0,1,0,0,0,0
210,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_13_8_13.jpg,consensus_of_3,1,0,0,0,0,0
