,Unnamed: 0,username,sourcetile,imagename,cored,diffuse,CAA,negative,flag,notsure,source
34,34,consensus_of_3,47-3_UTSW_temporal_6E10_0_20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_21.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
35,35,consensus_of_3,47-3_UTSW_temporal_6E10_0_20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_4.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
36,36,consensus_of_3,47-3_UTSW_temporal_6E10_0_20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_5.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
37,37,consensus_of_3,47-3_UTSW_temporal_6E10_0_20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_6.jpg,0.0,3.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
38,38,consensus_of_3,47-3_UTSW_temporal_6E10_0_20,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_20_9.jpg,0.0,3.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
39,39,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_0.jpg,0.0,2.167025930974136,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
40,40,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_10.jpg,0.0,2.3118882788254957,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
41,41,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_13.jpg,0.0,0.7696943513475771,0.2790697674418605,1.0,0.0,0.0,47-3_UTSW_temporal_6E10
42,42,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_14.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
43,43,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_15.jpg,0.0,2.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
44,44,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_16.jpg,0.0,1.0,1.0,1.0,0.0,0.0,47-3_UTSW_temporal_6E10
45,45,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_17.jpg,0.0,2.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
46,46,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_20.jpg,0.0,0.9274193548387096,1.0,0.10416666666666667,0.0,0.0,47-3_UTSW_temporal_6E10
47,47,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_22.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
48,48,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_23.jpg,0.0,2.6160714285714293,0.0,0.0,0.6160714285714286,0.0,47-3_UTSW_temporal_6E10
49,49,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_24.jpg,0.0,2.1483360389610393,0.0,0.0,0.14833603896103895,0.0,47-3_UTSW_temporal_6E10
50,50,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_25.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
51,51,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_28.jpg,0.0,2.716447225326444,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
52,52,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_29.jpg,0.0,3.4233908372733257,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
53,53,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_31.jpg,0.0,3.7564935064935066,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
54,54,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_34.jpg,0.0,3.1132246376811588,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
55,55,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_35.jpg,0.0,3.1545454545454543,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
56,56,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_37.jpg,0.0,1.351518026565465,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
57,57,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_38.jpg,0.0,2.1818181818181817,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
58,58,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_39.jpg,0.0,1.2017543859649122,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
59,59,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_4.jpg,0.0,2.2975777003718845,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
60,60,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_41.jpg,0.0,1.372190716236085,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
61,61,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_42.jpg,0.0,1.18743961352657,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
62,62,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_43.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
63,63,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_44.jpg,0.0,1.3954545454545455,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
64,64,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_45.jpg,0.0,2.2014301131614724,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
65,65,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_46.jpg,0.0,1.9184596423796791,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
66,66,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_47.jpg,0.0,0.8405797101449275,0.0,0.0,0.0,1.0,47-3_UTSW_temporal_6E10
67,67,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_49.jpg,0.0,1.1606805293005673,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
68,68,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_5.jpg,0.0,2.591549295774648,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
69,69,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_52.jpg,0.0,1.956149314344803,0.0,0.0,1.0,0.0,47-3_UTSW_temporal_6E10
70,70,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_53.jpg,0.0,3.380587356893977,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
71,71,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_54.jpg,0.0,4.5222350758485215,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
72,72,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_7.jpg,0.0,1.8339311334289812,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
73,73,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_8.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
74,74,consensus_of_3,47-3_UTSW_temporal_6E10_11_15,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_15_9.jpg,0.0,2.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
75,75,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_1.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
76,76,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_12.jpg,1.0,0.5138888888888888,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
77,77,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_13.jpg,0.0,0.0,1.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
78,78,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_14.jpg,0.6181818181818182,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
79,79,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_15.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
80,80,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_18.jpg,0.0,2.886363636363636,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
81,81,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_19.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
82,82,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_20.jpg,0.0,2.230260438197602,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
83,83,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_21.jpg,0.0,1.345532209651351,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
84,84,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_22.jpg,0.0,2.1,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
85,85,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_23.jpg,0.0,0.8275225121219117,1.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
86,86,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_24.jpg,0.0,1.7437391862273017,1.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
87,87,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_25.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
88,88,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_26.jpg,0.0,2.1085776956822904,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
89,89,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_27.jpg,0.0,3.1948902718637404,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
90,90,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_28.jpg,0.0,2.4482476252866032,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
91,91,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_3.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
92,92,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_30.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
93,93,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
94,94,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_7.jpg,0.0,2.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
95,95,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_8.jpg,1.0,0.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
96,96,consensus_of_3,47-3_UTSW_temporal_6E10_11_19,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_19_9.jpg,0.13438735177865613,2.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
97,97,consensus_of_3,47-3_UTSW_temporal_6E10_11_28,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_0.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
98,98,consensus_of_3,47-3_UTSW_temporal_6E10_11_28,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_1.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
99,99,consensus_of_3,47-3_UTSW_temporal_6E10_11_28,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_28_4.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
100,100,consensus_of_3,47-3_UTSW_temporal_6E10_11_6,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_0.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
101,101,consensus_of_3,47-3_UTSW_temporal_6E10_11_6,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_10.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
102,102,consensus_of_3,47-3_UTSW_temporal_6E10_11_6,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
103,103,consensus_of_3,47-3_UTSW_temporal_6E10_11_6,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_11_6_8.jpg,0.0,0.0,1.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
104,104,consensus_of_3,47-3_UTSW_temporal_6E10_12_22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_0.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
105,105,consensus_of_3,47-3_UTSW_temporal_6E10_12_22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_1.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
106,106,consensus_of_3,47-3_UTSW_temporal_6E10_12_22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_11.jpg,0.0,2.981818181818182,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
107,107,consensus_of_3,47-3_UTSW_temporal_6E10_12_22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_12.jpg,0.0,2.8194444444444446,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
108,108,consensus_of_3,47-3_UTSW_temporal_6E10_12_22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_13.jpg,1.0,0.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
109,109,consensus_of_3,47-3_UTSW_temporal_6E10_12_22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_14.jpg,0.0,3.168082886106142,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
110,110,consensus_of_3,47-3_UTSW_temporal_6E10_12_22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_15.jpg,0.0,1.0,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
111,111,consensus_of_3,47-3_UTSW_temporal_6E10_12_22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_16.jpg,0.0,1.4486111111111108,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
112,112,consensus_of_3,47-3_UTSW_temporal_6E10_12_22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_18.jpg,1.0,0.010869565217391304,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
113,113,consensus_of_3,47-3_UTSW_temporal_6E10_12_22,47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_12_22_2.jpg,0.0,1.1388888888888888,0.0,0.0,0.0,0.0,47-3_UTSW_temporal_6E10
