,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
10,cw16-36/cw16-36_6_33_0.jpg,NA (prediction),0.061613753,0.0064648859999999995,0.98572296,cw16-36/0/6/33.jpg,"[674, 91, 256, 256]",UG1,0,0,1,0,0,0
11,cw15-29/cw15-29_1_32_5.jpg,NA (prediction),0.77106255,0.01037826,0.5914318000000001,cw15-29/0/1/32.jpg,"[223, 471, 256, 256]",consensus_of_2,0,0,0,1,0,0
12,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_18_10_5.jpg,NA (prediction),0.001630909,0.6479686,0.5774491,NA37UCDtemporalgyri _4G8/0/18/10.jpg,"[1158, 75, 256, 256]",consensus_of_2,0,1,0,0,0,0
13,cw13-0/cw13-0_18_19_12.jpg,NA (prediction),0.0039095576,8.094085e-05,0.96635437,cw13-0/0/18/19.jpg,"[305, 671, 256, 256]",UG1,0,0,0,1,0,0
14,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_21_52.jpg,NA (prediction),0.055403817,0.99474514,0.008162219,NA28UCDtemporalgyri _4G8/0/11/21.jpg,"[388, 875, 256, 256]",UG1,0,1,0,0,0,0
15,phase1/blobs/cw17-41/cw17-41_23_28_53.jpg,consensus_of_2,0.0,1.0,5.0,phase1/10x_tiles/cw17-41/0/23/28.jpg,[1246 1271  256  256],None (label),0,0,1,0,0,0
16,phase1/blobs/cw17-34/cw17-34_23_31_2.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/cw17-34/0/23/31.jpg,[370   0 256 256],None (label),1,0,0,0,0,0
17,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_26_8.jpg,NA (prediction),0.0034282971000000003,0.053380124,0.9749448000000001,NA15UCDtemporalgyri _4G8/0/21/26.jpg,"[523, 236, 256, 256]",consensus_of_2,0,0,0,1,0,1
18,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_1_13_11.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/1/13.jpg,[ 780 1122  256  256],None (label),1,0,0,0,0,0
19,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_33_18.jpg,NA (prediction),0.9879931000000001,0.5365813,0.007569059,NA28UCDtemporalgyri _4G8/0/21/33.jpg,"[1280, 1019, 256, 256]",UG1,1,0,0,0,0,0
20,phase1/blobs/cw17-3/cw17-3_23_27_24.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/cw17-3/0/23/27.jpg,[214 952 256 256],None (label),0,0,1,0,0,0
21,phase1/blobs/cw17-3/cw17-3_9_11_21.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/9/11.jpg,[ 947 1015  256  256],None (label),0,0,1,0,0,0
22,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_11_28_11.jpg,NA (prediction),0.009281688,0.9969759,4.566647e-05,NA23UCDtemporalgyri _4G8/0/11/28.jpg,"[1280, 549, 256, 256]",UG1,0,1,0,0,0,0
23,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_16_32.jpg,NA (prediction),0.06311331,0.6482778,0.00015942336,NA28UCDtemporalgyri _4G8/0/14/16.jpg,"[0, 1117, 256, 256]",UG1,0,0,0,1,0,0
24,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_11_11_6.jpg,NA (prediction),0.7471065,0.96791786,0.000498041,17-3_UTSW_temporal_6E10/0/11/11.jpg,"[419, 193, 256, 256]",UG1,0,1,0,0,0,0
25,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_15_23_13.jpg,consensus_of_2,4.0,0.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/15/23.jpg,[840 864 256 256],None (label),1,0,0,0,0,0
26,phase1/blobs/cw17-41/cw17-41_23_28_35.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/cw17-41/0/23/28.jpg,[1239  834  256  256],None (label),1,0,0,0,0,0
27,phase1/blobs/NA42UCDtemporalgyri _4G8/NA42UCDtemporalgyri _4G8_10_12_25.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/NA42UCDtemporalgyri _4G8/0/10/12.jpg,[593 958 256 256],None (label),0,1,0,0,0,0
28,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_16_21.jpg,NA (prediction),0.9882244000000001,0.17883652,0.3577546,NA28UCDtemporalgyri _4G8/0/27/16.jpg,"[843, 123, 256, 256]",consensus_of_2,0,1,1,0,1,0
29,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_9_14.jpg,NA (prediction),0.9931960999999999,0.58150005,4.7064192999999997e-05,NA37UCDtemporalgyri _4G8/0/8/9.jpg,"[853, 258, 256, 256]",consensus_of_2,0,1,0,0,0,0
30,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_10_5_30.jpg,NA (prediction),0.9979551,0.2403535,0.00021845335,17-3_UTSW_temporal_6E10/0/10/5.jpg,"[245, 1210, 256, 256]",UG1,0,1,0,0,0,0
31,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_22_28.jpg,NA (prediction),0.9268506,0.98978734,0.0006623308,NA27UCDtemporalgyri _4G8/0/18/22.jpg,"[656, 420, 256, 256]",UG1,0,1,0,0,0,0
32,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_39_18.jpg,NA (prediction),0.9197860000000001,0.1884306,0.0002624447,NA28UCDtemporalgyri _4G8/0/9/39.jpg,"[0, 531, 256, 256]",UG1,1,0,0,0,0,0
33,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_19_7_0.jpg,NA (prediction),0.98890066,0.08623963,1.6634646999999999e-06,NA23UCDtemporalgyri _4G8/0/19/7.jpg,"[461, 50, 256, 256]",UG1,1,0,0,0,0,0
34,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_16_35_8.jpg,NA (prediction),0.91757137,0.09005758,0.0044461736,8-3_UTSW_temporal_6E10/0/16/35.jpg,"[243, 892, 256, 256]",UG1,0,1,0,0,0,0
35,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_11_8_17.jpg,NA (prediction),0.5130706,0.97528505,3.4488344999999996e-05,NA23UCDtemporalgyri _4G8/0/11/8.jpg,"[800, 822, 256, 256]",UG1,1,1,0,0,1,1
36,cw15-12/cw15-12_28_37_62.jpg,NA (prediction),0.0011299283,0.26538804,0.017977454,cw15-12/0/28/37.jpg,"[1096, 877, 256, 256]",consensus_of_2,0,0,0,1,0,0
37,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_4_17_10.jpg,NA (prediction),0.99759054,0.8594886999999999,0.00016681605,17-3_UTSW_temporal_6E10/0/4/17.jpg,"[1220, 360, 256, 256]",consensus_of_2,1,0,0,0,1,0
38,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_35.jpg,UG1,1.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/8/25.jpg,[ 391 1162  256  256],None (label),1,0,0,0,0,0
39,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_9_82.jpg,NA (prediction),0.82352966,0.6172443,0.009087399,NA37UCDtemporalgyri _4G8/0/6/9.jpg,"[434, 1109, 256, 256]",UG1,0,1,0,0,0,0
40,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_31_50.jpg,NA (prediction),3.1825366e-05,0.0028852387,0.9999442,NA28UCDtemporalgyri _4G8/0/19/31.jpg,"[1060, 0, 256, 256]",consensus_of_2,0,0,1,0,0,0
41,cw18-48/cw18-48_27_34_9.jpg,NA (prediction),0.9525004000000001,0.46980348,0.0057821404,cw18-48/0/27/34.jpg,"[0, 36, 256, 256]",consensus_of_2,0,0,0,1,0,0
42,phase1/blobs/cw17-11/cw17-11_12_24_16.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-11/0/12/24.jpg,[252 653 256 256],None (label),0,0,1,0,0,0
43,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_30_38.jpg,NA (prediction),0.99775463,0.9835286,4.308766599999998e-06,NA28UCDtemporalgyri _4G8/0/8/30.jpg,"[1136, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
44,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_22_67.jpg,NA (prediction),0.90105486,0.9625383,3.7938964e-05,NA28UCDtemporalgyri _4G8/0/12/22.jpg,"[621, 1242, 256, 256]",consensus_of_2,0,1,0,0,0,0
45,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_20_10_5.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/20/10.jpg,[776   0 256 256],None (label),1,0,0,0,0,0
46,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_8_28.jpg,NA (prediction),0.94129604,0.9842808000000001,0.00027411107999999996,NA28UCDtemporalgyri _4G8/0/16/8.jpg,"[632, 709, 256, 256]",UG1,0,1,0,0,0,0
47,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_19_28.jpg,NA (prediction),0.033704136,0.23053774,0.96892166,NA27UCDtemporalgyri _4G8/0/23/19.jpg,"[475, 631, 256, 256]",consensus_of_2,0,0,0,0,1,1
48,phase1/blobs/cw17-11/cw17-11_1_18_29.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw17-11/0/1/18.jpg,[328 111 256 256],None (label),1,0,0,0,0,0
49,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_26_18.jpg,NA (prediction),9.626745e-06,0.00011706393,0.9975948,NA15UCDtemporalgyri _4G8/0/21/26.jpg,"[593, 724, 256, 256]",consensus_of_2,0,0,1,0,0,0
50,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_24_4.jpg,NA (prediction),0.0028289144000000002,0.0005699244999999999,0.9999870000000001,8-3_UTSW_temporal_6E10/0/7/24.jpg,"[506, 108, 256, 256]",consensus_of_2,0,0,1,0,0,0
51,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_24_20_1.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/24/20.jpg,[616 318 256 256],None (label),1,0,0,0,0,0
52,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_3_4_22.jpg,NA (prediction),0.9721308000000001,0.3320667,0.0005461166999999999,40-3_UTSW_temporal_6E10/0/3/4.jpg,"[494, 765, 256, 256]",UG1,0,1,0,0,0,0
53,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_27.jpg,consensus_of_2,0.0,0.0,3.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[395 698 256 256],None (label),0,0,1,0,0,0
54,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_8_31_28.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/8/31.jpg,[1053    0  256  256],None (label),0,0,1,0,0,0
55,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_22_36.jpg,NA (prediction),0.99996066,0.004518799,1.390168e-05,NA27UCDtemporalgyri _4G8/0/18/22.jpg,"[936, 736, 256, 256]",UG1,1,0,0,0,0,0
56,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_3_8_8.jpg,NA (prediction),0.9665613000000001,0.5324029,0.00089986477,17-3_UTSW_temporal_6E10/0/3/8.jpg,"[1149, 415, 256, 256]",UG1,0,1,0,0,0,0
57,phase1/blobs/cw17-11/cw17-11_17_19_41.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/cw17-11/0/17/19.jpg,[955 656 256 256],None (label),0,1,0,0,0,0
58,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_5_9_35.jpg,NA (prediction),0.63683504,0.93540406,0.0001498707,NA37UCDtemporalgyri _4G8/0/5/9.jpg,"[531, 1134, 256, 256]",UG1,0,1,0,0,0,0
59,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_17_31_19.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/17/31.jpg,[431 953 256 256],None (label),0,1,0,0,0,0
60,phase1/blobs/cw17-3/cw17-3_6_34_12.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/6/34.jpg,[ 544 1221  256  256],None (label),0,0,1,0,0,0
61,cw15-12/cw15-12_28_42_14.jpg,NA (prediction),1.6140197e-05,0.007883648,0.9999399,cw15-12/0/28/42.jpg,"[192, 225, 256, 256]",UG1,0,0,0,1,0,0
62,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_16_4_4.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/16/4.jpg,[861 938 256 256],None (label),1,0,0,0,0,0
63,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_22_41.jpg,NA (prediction),0.9994158999999999,0.116974406,4.2101700000000004e-05,NA27UCDtemporalgyri _4G8/0/18/22.jpg,"[782, 813, 256, 256]",UG1,1,0,0,0,0,0
64,phase1/blobs/cw18-2/cw18-2_6_2_0.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw18-2/0/6/2.jpg,[  0 945 256 256],None (label),0,0,1,0,0,0
65,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_10_19.jpg,NA (prediction),0.92337644,0.65215087,0.00016652013999999998,NA37UCDtemporalgyri _4G8/0/7/10.jpg,"[128, 318, 256, 256]",UG1,1,0,0,0,0,0
66,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_24.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[1280  459  256  256],None (label),0,0,1,0,0,0
67,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_12_12_0.jpg,NA (prediction),4.235031e-05,0.00018346311000000002,0.9999979999999999,NA15UCDtemporalgyri _4G8/0/12/12.jpg,"[1280, 0, 256, 256]",consensus_of_2,0,0,1,0,0,0
68,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_3_19.jpg,NA (prediction),0.6562935000000001,0.9952742,3.176097e-05,NA37UCDtemporalgyri _4G8/0/6/3.jpg,"[906, 747, 256, 256]",UG1,0,1,0,0,0,0
69,cw15-12/cw15-12_27_41_5.jpg,NA (prediction),0.00042068167000000004,3.549754000000001e-05,0.97288597,cw15-12/0/27/41.jpg,"[1171, 1280, 256, 256]",consensus_of_2,0,0,1,0,0,0
70,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_11_28_38.jpg,NA (prediction),0.9777278,0.5994295000000001,0.0001381102,NA37UCDtemporalgyri _4G8/0/11/28.jpg,"[752, 646, 256, 256]",UG1,0,1,0,0,0,0
71,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_17_29_6.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/17/29.jpg,[1076   45  256  256],None (label),0,1,0,0,0,0
72,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_24_27_2.jpg,NA (prediction),0.9722707,0.19669493,0.0023585261999999997,NA27UCDtemporalgyri _4G8/0/24/27.jpg,"[0, 140, 256, 256]",UG1,1,0,0,0,0,0
73,cw18-48/cw18-48_17_37_62.jpg,NA (prediction),0.11889287,0.04897587,0.52320546,cw18-48/0/17/37.jpg,"[1280, 1024, 256, 256]",UG1,0,0,0,1,0,0
74,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_23_26.jpg,NA (prediction),0.9999825000000001,0.21803273,1.3287776000000004e-08,17-3_UTSW_temporal_6E10/0/14/23.jpg,"[1193, 736, 256, 256]",consensus_of_2,1,0,0,0,0,0
75,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_28_22_9.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/28/22.jpg,[497 809 256 256],None (label),1,0,0,0,0,0
76,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_26_19_10.jpg,NA (prediction),0.98919374,0.08275472,0.0002029976,NA28UCDtemporalgyri _4G8/0/26/19.jpg,"[290, 1280, 256, 256]",UG1,1,0,0,0,0,0
77,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_17_38_8.jpg,NA (prediction),0.97665185,0.7479345000000001,0.00060385093,8-3_UTSW_temporal_6E10/0/17/38.jpg,"[1243, 181, 256, 256]",UG1,1,0,0,0,0,0
78,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_13_0.jpg,NA (prediction),0.9220004999999999,0.00035752216,0.5357593,NA28UCDtemporalgyri _4G8/0/25/13.jpg,"[802, 0, 256, 256]",consensus_of_2,0,0,1,0,0,0
79,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_18_24_41.jpg,NA (prediction),0.67058975,0.8650549000000001,0.0011662873,NA37UCDtemporalgyri _4G8/0/18/24.jpg,"[1280, 764, 256, 256]",UG1,1,0,0,0,0,0
80,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_11_15_14.jpg,UG1,1.0,1.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/11/15.jpg,[1120 1192  256  256],None (label),0,1,0,0,0,0
81,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_19_3.jpg,NA (prediction),0.9843149999999999,0.9382857,0.00013856463,NA28UCDtemporalgyri _4G8/0/28/19.jpg,"[448, 67, 256, 256]",UG1,1,0,0,0,0,0
82,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_15_15.jpg,NA (prediction),0.0018883646,0.041015662,0.9917749,NA15UCDtemporalgyri _4G8/0/3/15.jpg,"[1079, 1245, 256, 256]",consensus_of_2,0,0,1,0,0,0
83,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_22_5.jpg,NA (prediction),0.23410885,0.98087156,0.0013545775,NA28UCDtemporalgyri _4G8/0/13/22.jpg,"[693, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
84,cw16-36/cw16-36_18_31_5.jpg,NA (prediction),0.011388569,0.040878326,0.8413755999999999,cw16-36/0/18/31.jpg,"[1038, 172, 256, 256]",UG1,0,0,0,1,0,0
85,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_18_24.jpg,NA (prediction),0.2866184,0.9995851,0.00021712293999999997,17-3_UTSW_temporal_6E10/0/16/18.jpg,"[914, 1190, 256, 256]",consensus_of_2,0,1,0,0,0,0
86,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_11_1_9.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/11/1.jpg,[245 945 256 256],None (label),1,0,0,0,0,0
87,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_12_31_17.jpg,consensus_of_2,2.0,2.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/12/31.jpg,[ 801 1280  256  256],None (label),0,0,0,0,0,1
88,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_26_5.jpg,NA (prediction),0.99932957,0.009292899,3.2112307000000005e-08,NA15UCDtemporalgyri _4G8/0/3/26.jpg,"[145, 771, 256, 256]",UG1,1,0,0,0,0,0
89,phase1/blobs/cw18-18/cw18-18_24_21_0.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw18-18/0/24/21.jpg,[822  16 256 256],None (label),1,0,0,0,0,0
90,cw18-48/cw18-48_26_36_42.jpg,NA (prediction),1.4043466999999998e-06,0.028212317999999997,0.9999906999999999,cw18-48/0/26/36.jpg,"[81, 1095, 256, 256]",UG1,0,0,0,1,0,0
91,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_7_22_58.jpg,NA (prediction),0.99341136,0.89449614,8.277759e-06,NA27UCDtemporalgyri _4G8/0/7/22.jpg,"[929, 979, 256, 256]",UG1,1,0,0,0,0,0
92,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_3_16_33.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/3/16.jpg,[612 798 256 256],None (label),0,1,0,0,0,0
93,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_22_24.jpg,NA (prediction),0.017227173000000002,0.99799097,0.23254977,NA27UCDtemporalgyri _4G8/0/23/22.jpg,"[1123, 938, 256, 256]",UG1,0,1,0,0,0,0
94,phase1/blobs/cw17-11/cw17-11_20_15_29.jpg,consensus_of_2,0.0,4.0,3.0,phase1/10x_tiles/cw17-11/0/20/15.jpg,[1131 1280  256  256],None (label),0,1,0,0,0,0
95,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_25_35.jpg,NA (prediction),1.6207457e-06,0.00012498378,0.9999529,NA23UCDtemporalgyri _4G8/0/8/25.jpg,"[0, 722, 256, 256]",consensus_of_2,0,0,1,0,0,0
96,cw13-0/cw13-0_17_10_35.jpg,NA (prediction),0.017351443,0.006631346,0.7234355,cw13-0/0/17/10.jpg,"[40, 197, 256, 256]",UG1,0,0,0,1,0,0
97,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_5_34.jpg,NA (prediction),0.90453666,0.98765844,2.2290759000000002e-07,NA37UCDtemporalgyri _4G8/0/8/5.jpg,"[501, 366, 256, 256]",consensus_of_2,0,1,0,0,0,0
98,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_27_14.jpg,NA (prediction),0.48591945,0.9800183000000001,3.1937725e-06,NA28UCDtemporalgyri _4G8/0/27/27.jpg,"[1216, 189, 256, 256]",UG1,0,1,0,0,0,0
99,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_10_24_2.jpg,UG1,1.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/10/24.jpg,[729  67 256 256],None (label),0,1,0,0,0,0
100,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_4_49.jpg,NA (prediction),0.9034013000000001,0.9092041,6.000569600000001e-06,NA37UCDtemporalgyri _4G8/0/14/4.jpg,"[421, 74, 256, 256]",consensus_of_2,0,1,0,0,0,0
101,phase1/blobs/cw17-3/cw17-3_2_22_44.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/cw17-3/0/2/22.jpg,[ 214 1059  256  256],None (label),0,1,0,0,0,0
102,cw15-12/cw15-12_28_38_0.jpg,NA (prediction),0.060327962,0.0045465394,0.9877401,cw15-12/0/28/38.jpg,"[835, 396, 256, 256]",consensus_of_2,0,0,1,0,0,0
103,cw15-29/cw15-29_6_21_22.jpg,NA (prediction),0.0059813335999999995,0.23183505,0.9916259,cw15-29/0/6/21.jpg,"[0, 1016, 256, 256]",UG1,0,0,0,1,0,0
104,phase1/blobs/cw18-33/cw18-33_9_18_4.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw18-33/0/9/18.jpg,[1142   43  256  256],None (label),1,0,0,0,0,0
105,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_26_21_4.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/26/21.jpg,[  0 418 256 256],None (label),1,0,0,0,0,0
106,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_18_17_4.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/18/17.jpg,[142 429 256 256],None (label),0,0,1,0,0,0
107,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_24_50.jpg,NA (prediction),0.5382404000000001,0.9887722,0.00026045049999999997,NA37UCDtemporalgyri _4G8/0/14/24.jpg,"[210, 1220, 256, 256]",UG1,0,1,0,0,0,0
