,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
23,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_4_49.jpg,NA (prediction),0.9034013,0.9092041,6.000569600000001e-06,NA37UCDtemporalgyri _4G8/0/14/4.jpg,"[421, 74, 256, 256]",consensus_of_2,0,1,0,0,0,0
24,cw15-12/cw15-12_28_38_0.jpg,NA (prediction),0.060327962,0.0045465394,0.9877401,cw15-12/0/28/38.jpg,"[835, 396, 256, 256]",consensus_of_2,0,0,0,1,0,0
25,cw13-0/cw13-0_17_10_13.jpg,NA (prediction),0.0014199006,0.006466843000000001,0.8799374,cw13-0/0/17/10.jpg,"[325, 517, 256, 256]",consensus_of_2,0,0,0,1,0,0
26,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_6_18_38.jpg,NA (prediction),0.02607913,0.99997497,0.00041374657,40-3_UTSW_temporal_6E10/0/6/18.jpg,"[976, 1175, 256, 256]",consensus_of_2,0,1,0,0,0,0
27,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_15_2.jpg,NA (prediction),0.047955327,0.97549134,0.13295949,NA28UCDtemporalgyri _4G8/0/16/15.jpg,"[1161, 97, 256, 256]",consensus_of_2,0,1,0,0,0,0
28,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_25_41.jpg,NA (prediction),0.98555,0.9260712,5.9259287000000015e-06,17-3_UTSW_temporal_6E10/0/9/25.jpg,"[304, 531, 256, 256]",consensus_of_2,0,1,0,0,0,0
29,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_7_12_9.jpg,NA (prediction),0.0002784132,0.062377233,0.9832987,NA15UCDtemporalgyri _4G8/0/7/12.jpg,"[843, 756, 256, 256]",consensus_of_2,0,0,0,1,0,1
30,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_5_30_3.jpg,NA (prediction),0.9968131,0.936447,6.9798916e-05,8-3_UTSW_temporal_6E10/0/5/30.jpg,"[0, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
31,cw18-48/cw18-48_28_28_48.jpg,NA (prediction),0.12851736,0.4363458,0.51402897,cw18-48/0/28/28.jpg,"[1173, 816, 256, 256]",consensus_of_2,0,0,0,1,0,0
32,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_4_21.jpg,NA (prediction),0.00072492,0.00043384853,0.9982926,NA28UCDtemporalgyri _4G8/0/17/4.jpg,"[773, 548, 256, 256]",consensus_of_2,0,0,0,1,0,0
33,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_12_31.jpg,NA (prediction),0.049992952,0.99970007,1.0806043e-05,17-3_UTSW_temporal_6E10/0/9/12.jpg,"[845, 1112, 256, 256]",consensus_of_2,0,1,0,0,0,0
34,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_10_13_6.jpg,NA (prediction),0.98325586,0.71789575,4.218188e-06,8-3_UTSW_temporal_6E10/0/10/13.jpg,"[657, 213, 256, 256]",consensus_of_2,0,1,0,0,0,0
35,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_19_30.jpg,NA (prediction),0.1159889,0.9053318,0.5944212,NA27UCDtemporalgyri _4G8/0/23/19.jpg,"[521, 710, 256, 256]",consensus_of_2,0,1,0,0,1,0
36,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_18_8_4.jpg,NA (prediction),0.9331501,0.77310014,0.004928517,NA15UCDtemporalgyri _4G8/0/18/8.jpg,"[503, 0, 256, 256]",consensus_of_2,0,0,0,1,1,0
37,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_25_8.jpg,NA (prediction),0.0008969186999999998,0.3553194000000001,0.09194641,NA28UCDtemporalgyri _4G8/0/7/25.jpg,"[1171, 165, 256, 256]",consensus_of_2,0,0,0,1,0,0
38,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_6_19_2.jpg,NA (prediction),2.1440871e-06,0.014451968,0.99838126,NA7UCDtemporalgyri _4G8/0/6/19.jpg,"[1141, 407, 256, 256]",consensus_of_2,0,0,1,0,0,0
39,cw15-12/cw15-12_28_40_51.jpg,NA (prediction),0.002540357,4.949155e-05,0.9962345,cw15-12/0/28/40.jpg,"[196, 120, 256, 256]",consensus_of_2,0,0,0,1,0,1
40,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_6_28_19.jpg,NA (prediction),0.002863739,0.0006707592,0.92113954,NA23UCDtemporalgyri _4G8/0/6/28.jpg,"[621, 0, 256, 256]",consensus_of_2,0,0,0,0,1,1
41,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_10_57.jpg,NA (prediction),0.8193289,0.97588354,4.7190566e-05,NA37UCDtemporalgyri _4G8/0/7/10.jpg,"[580, 539, 256, 256]",consensus_of_2,0,1,0,0,0,0
42,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_0_23_2.jpg,NA (prediction),0.0026486118,0.86571556,0.86032665,NA15UCDtemporalgyri _4G8/0/0/23.jpg,"[788, 733, 256, 256]",consensus_of_2,0,0,1,0,1,0
43,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_29_24.jpg,NA (prediction),3.017538e-05,0.029917235,0.9996872,NA23UCDtemporalgyri _4G8/0/7/29.jpg,"[853, 867, 256, 256]",consensus_of_2,0,0,0,0,1,1
44,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_6_34.jpg,NA (prediction),0.09032471,0.9992041,0.0035009857,NA28UCDtemporalgyri _4G8/0/15/6.jpg,"[710, 1091, 256, 256]",consensus_of_2,0,1,0,0,0,0
45,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_5_12_58.jpg,NA (prediction),0.99999964,0.0039126584,1.5093505e-09,NA23UCDtemporalgyri _4G8/0/5/12.jpg,"[201, 1230, 256, 256]",consensus_of_2,1,1,0,0,1,0
46,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_17_24.jpg,NA (prediction),0.22489233,0.99954444,0.0017792365,NA28UCDtemporalgyri _4G8/0/23/17.jpg,"[760, 460, 256, 256]",consensus_of_2,0,1,0,0,1,0
47,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_20_23.jpg,NA (prediction),0.00010773721000000003,0.011394755,0.9999993,8-3_UTSW_temporal_6E10/0/6/20.jpg,"[1099, 1193, 256, 256]",consensus_of_2,0,0,1,0,1,0
48,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_15_32_23.jpg,NA (prediction),0.99917895,0.8965581,3.2680662e-05,8-3_UTSW_temporal_6E10/0/15/32.jpg,"[0, 538, 256, 256]",consensus_of_2,0,1,0,0,0,0
49,cw15-29/cw15-29_3_31_76.jpg,NA (prediction),0.046209887000000005,0.48039702,0.1507654,cw15-29/0/3/31.jpg,"[288, 736, 256, 256]",consensus_of_2,0,0,0,1,0,0
50,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_29_7.jpg,NA (prediction),0.97346956,0.88514674,0.0008108562299999999,NA28UCDtemporalgyri _4G8/0/9/29.jpg,"[0, 781, 256, 256]",consensus_of_2,1,1,0,0,0,0
51,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_13_33_22.jpg,NA (prediction),0.97715956,0.9443388,5.0614162000000015e-06,8-3_UTSW_temporal_6E10/0/13/33.jpg,"[1280, 851, 256, 256]",consensus_of_2,0,1,0,0,0,0
52,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_2_28_6.jpg,NA (prediction),0.9954963,0.27616766,2.6239572000000004e-06,NA15UCDtemporalgyri _4G8/0/2/28.jpg,"[527, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
53,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_14_31_1.jpg,NA (prediction),0.6184639000000001,0.0028402226,0.9359325,NA15UCDtemporalgyri _4G8/0/14/31.jpg,"[1280, 0, 256, 256]",consensus_of_2,0,0,0,0,1,1
54,cw18-48/cw18-48_24_33_0.jpg,NA (prediction),0.94304144,0.88761264,0.0071684945999999986,cw18-48/0/24/33.jpg,"[948, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
55,cw18-48/cw18-48_28_29_23.jpg,NA (prediction),0.034280237000000005,0.06446082,0.98084486,cw18-48/0/28/29.jpg,"[0, 443, 256, 256]",consensus_of_2,0,0,0,1,0,0
56,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_4_5_2.jpg,NA (prediction),3.124965e-05,0.12986416,0.96807253,NA15UCDtemporalgyri _4G8/0/4/5.jpg,"[89, 1199, 256, 256]",consensus_of_2,0,0,1,0,1,0
57,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_27_17.jpg,NA (prediction),0.90991694,0.94984937,0.0021031837,NA28UCDtemporalgyri _4G8/0/15/27.jpg,"[1043, 957, 256, 256]",consensus_of_2,0,1,0,0,0,0
58,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_11_23_35.jpg,NA (prediction),0.99998987,0.7243995,1.3754592e-07,40-3_UTSW_temporal_6E10/0/11/23.jpg,"[1118, 1020, 256, 256]",consensus_of_2,1,0,0,0,1,0
59,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_4_9_15.jpg,NA (prediction),0.9817708,0.99758625,6.6163986e-05,17-3_UTSW_temporal_6E10/0/4/9.jpg,"[1280, 988, 256, 256]",consensus_of_2,0,1,0,1,0,0
60,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_9_24_24.jpg,NA (prediction),0.013737926,0.9067007,0.04756675,NA23UCDtemporalgyri _4G8/0/9/24.jpg,"[13, 353, 256, 256]",consensus_of_2,0,0,1,0,1,0
61,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_15_34_0.jpg,NA (prediction),0.53945434,0.9782281,0.00081332633,8-3_UTSW_temporal_6E10/0/15/34.jpg,"[229, 0, 256, 256]",consensus_of_2,0,1,0,0,1,1
62,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_6_29_12.jpg,NA (prediction),0.009248371,0.9615774,0.006157318,NA28UCDtemporalgyri _4G8/0/6/29.jpg,"[1280, 669, 256, 256]",consensus_of_2,0,0,0,1,0,0
63,cw15-29/cw15-29_2_6_22.jpg,NA (prediction),0.008440777,0.0035625747,0.997898,cw15-29/0/2/6.jpg,"[1280, 580, 256, 256]",consensus_of_2,0,0,0,1,0,0
64,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_13_14_53.jpg,NA (prediction),0.9676917,0.9781758,3.933972e-08,NA27UCDtemporalgyri _4G8/0/13/14.jpg,"[684, 1189, 256, 256]",consensus_of_2,1,0,0,0,0,0
65,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_12_37.jpg,NA (prediction),0.9272396,0.96547216,0.0006712177,17-3_UTSW_temporal_6E10/0/9/12.jpg,"[1121, 1223, 256, 256]",consensus_of_2,0,1,0,1,0,0
66,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_15_6.jpg,NA (prediction),0.2653418,0.9968215,0.00014919399,NA28UCDtemporalgyri _4G8/0/21/15.jpg,"[303, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
67,cw18-48/cw18-48_21_33_10.jpg,NA (prediction),0.0005378321,0.8491601999999999,0.9959577,cw18-48/0/21/33.jpg,"[594, 23, 256, 256]",consensus_of_2,0,0,0,1,0,0
68,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_22_11_63.jpg,NA (prediction),0.9998969,0.5433478,1.6807924e-07,NA28UCDtemporalgyri _4G8/0/22/11.jpg,"[0, 1014, 256, 256]",consensus_of_2,1,0,0,0,0,0
69,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_15_25_0.jpg,NA (prediction),0.0002737846,0.06740609,0.99201787,8-3_UTSW_temporal_6E10/0/15/25.jpg,"[435, 988, 256, 256]",consensus_of_2,0,0,1,0,0,0
70,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_5_14_0.jpg,NA (prediction),9.499146e-07,0.017209858,0.99539584,NA7UCDtemporalgyri _4G8/0/5/14.jpg,"[53, 101, 256, 256]",consensus_of_2,0,0,1,0,0,0
71,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_27_2.jpg,NA (prediction),0.9852733,0.9823856,5.684402e-05,NA37UCDtemporalgyri _4G8/0/7/27.jpg,"[911, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
72,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_23_26.jpg,NA (prediction),0.99216676,0.9999379,3.0044846e-05,NA37UCDtemporalgyri _4G8/0/17/23.jpg,"[1280, 427, 256, 256]",consensus_of_2,0,1,0,0,0,0
73,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_18_50.jpg,NA (prediction),0.2470269,0.9716109,5.048863e-06,NA27UCDtemporalgyri _4G8/0/23/18.jpg,"[443, 1252, 256, 256]",consensus_of_2,0,1,0,0,0,0
74,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_2_8.jpg,NA (prediction),0.004215364,0.00032110022999999995,0.9748507,NA28UCDtemporalgyri _4G8/0/16/2.jpg,"[1223, 1280, 256, 256]",consensus_of_2,0,0,1,0,1,1
75,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_31_13.jpg,NA (prediction),0.9998801,0.44512114,9.3654245e-07,NA28UCDtemporalgyri _4G8/0/11/31.jpg,"[1159, 728, 256, 256]",consensus_of_2,1,1,0,0,0,0
76,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_2_18_6.jpg,NA (prediction),0.06283075,0.99925643,0.42101824,NA37UCDtemporalgyri _4G8/0/2/18.jpg,"[917, 344, 256, 256]",consensus_of_2,0,1,0,0,1,0
77,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_16_26_14.jpg,NA (prediction),0.12787983,0.9261437,0.01616812,NA27UCDtemporalgyri _4G8/0/16/26.jpg,"[754, 283, 256, 256]",consensus_of_2,0,1,0,0,1,0
78,cw13-0/cw13-0_15_21_24.jpg,NA (prediction),0.003620952800000001,0.02575571,0.9706919,cw13-0/0/15/21.jpg,"[671, 819, 256, 256]",consensus_of_2,0,0,0,1,0,0
79,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_11_12.jpg,NA (prediction),0.9915706,0.85177654,3.6177128e-06,NA28UCDtemporalgyri _4G8/0/16/11.jpg,"[329, 711, 256, 256]",consensus_of_2,0,1,0,0,0,0
80,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_18_8.jpg,NA (prediction),0.22026645,0.99971026,4.4757835e-05,NA37UCDtemporalgyri _4G8/0/17/18.jpg,"[882, 62, 256, 256]",consensus_of_2,0,1,0,0,0,0
81,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_28_5.jpg,NA (prediction),6.0929546e-05,0.0015904094,0.94235283,NA28UCDtemporalgyri _4G8/0/8/28.jpg,"[805, 269, 256, 256]",consensus_of_2,0,0,0,1,0,0
82,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_33_23.jpg,NA (prediction),0.9977164,0.15247528,2.0100179e-06,NA28UCDtemporalgyri _4G8/0/23/33.jpg,"[829, 1087, 256, 256]",consensus_of_2,1,1,0,0,0,0
83,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_27_11.jpg,NA (prediction),0.9321882,0.9706815,0.00022103777000000009,NA37UCDtemporalgyri _4G8/0/7/27.jpg,"[799, 37, 256, 256]",consensus_of_2,0,1,0,0,0,0
84,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_4_3_1.jpg,NA (prediction),0.002091013,0.0029479195,0.9915764,NA7UCDtemporalgyri _4G8/0/4/3.jpg,"[1197, 673, 256, 256]",consensus_of_2,0,0,1,0,1,0
85,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_25_25.jpg,NA (prediction),0.00012741950000000002,0.55451965,0.9760389000000002,NA28UCDtemporalgyri _4G8/0/7/25.jpg,"[1280, 791, 256, 256]",consensus_of_2,0,0,0,1,1,0
86,cw15-12/cw15-12_28_37_78.jpg,NA (prediction),0.00034589265,4.0613628e-05,0.9997477,cw15-12/0/28/37.jpg,"[1280, 1090, 256, 256]",consensus_of_2,0,0,1,1,1,0
87,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_9_6_1.jpg,NA (prediction),7.173477e-06,0.12821099,0.9951692,NA7UCDtemporalgyri _4G8/0/9/6.jpg,"[245, 974, 256, 256]",consensus_of_2,0,0,1,0,0,1
88,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_22_6.jpg,NA (prediction),0.0963144,0.9985128,0.0035060013,40-3_UTSW_temporal_6E10/0/13/22.jpg,"[0, 51, 256, 256]",consensus_of_2,0,1,0,0,1,0
89,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_21_4_40.jpg,NA (prediction),0.99714077,0.99235183,9.59635e-06,17-3_UTSW_temporal_6E10/0/21/4.jpg,"[0, 841, 256, 256]",consensus_of_2,1,0,0,0,0,0
90,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_12_2_8.jpg,NA (prediction),0.9851871,0.9979405,3.999518e-06,NA37UCDtemporalgyri _4G8/0/12/2.jpg,"[105, 95, 256, 256]",consensus_of_2,0,1,0,0,0,0
91,cw13-0/cw13-0_24_14_5.jpg,NA (prediction),0.00026592458,4.5049237e-05,0.99720865,cw13-0/0/24/14.jpg,"[1175, 254, 256, 256]",consensus_of_2,0,0,0,1,0,0
92,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_28_30.jpg,NA (prediction),0.99991477,0.0027857372,5.770527e-07,NA28UCDtemporalgyri _4G8/0/12/28.jpg,"[746, 975, 256, 256]",consensus_of_2,0,1,0,0,0,0
93,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_2_30_53.jpg,NA (prediction),0.84654343,0.9616572,4.8050597e-06,8-3_UTSW_temporal_6E10/0/2/30.jpg,"[1255, 204, 256, 256]",consensus_of_2,0,1,0,0,1,0
94,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_10_25_38.jpg,NA (prediction),0.030100094,0.9998641,5.5213128e-05,NA23UCDtemporalgyri _4G8/0/10/25.jpg,"[665, 619, 256, 256]",consensus_of_2,0,1,0,0,0,0
95,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_4_18_29.jpg,NA (prediction),0.93152636,0.95026535,0.009562234,NA37UCDtemporalgyri _4G8/0/4/18.jpg,"[1280, 423, 256, 256]",consensus_of_2,0,1,0,0,0,0
96,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_11_28_48.jpg,NA (prediction),0.24867153,0.99995565,2.5706938e-06,NA37UCDtemporalgyri _4G8/0/11/28.jpg,"[1006, 800, 256, 256]",consensus_of_2,0,1,0,0,0,0
97,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_5_37_4.jpg,NA (prediction),0.2990365,0.9997366,3.0875133e-05,NA28UCDtemporalgyri _4G8/0/5/37.jpg,"[431, 154, 256, 256]",consensus_of_2,0,1,0,0,0,0
98,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_20_33.jpg,NA (prediction),0.9197673,0.99987245,0.00032717138,NA37UCDtemporalgyri _4G8/0/6/20.jpg,"[0, 1045, 256, 256]",consensus_of_2,0,1,0,0,0,0
99,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_21_27.jpg,NA (prediction),0.9055182,0.38017952,0.99892586,8-3_UTSW_temporal_6E10/0/6/21.jpg,"[84, 1252, 256, 256]",consensus_of_2,0,0,0,1,0,1
100,cw13-0/cw13-0_11_15_12.jpg,NA (prediction),0.0089211855,0.05548307,0.49774358,cw13-0/0/11/15.jpg,"[681, 193, 256, 256]",consensus_of_2,0,0,0,1,0,0
101,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_21_19.jpg,NA (prediction),0.91983646,0.99452364,6.233339e-05,NA37UCDtemporalgyri _4G8/0/10/21.jpg,"[38, 637, 256, 256]",consensus_of_2,0,1,0,0,0,0
102,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_12_51.jpg,NA (prediction),0.9580523,0.9827878,9.915557e-05,NA37UCDtemporalgyri _4G8/0/10/12.jpg,"[536, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
103,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_9_29.jpg,NA (prediction),0.9941551,0.9891511,0.00023373256,NA28UCDtemporalgyri _4G8/0/21/9.jpg,"[322, 738, 256, 256]",consensus_of_2,0,1,0,0,0,0
104,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_38_14.jpg,NA (prediction),0.99638605,0.42506284,3.4563152000000008e-06,NA28UCDtemporalgyri _4G8/0/25/38.jpg,"[473, 793, 256, 256]",consensus_of_2,1,1,0,0,0,0
