,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
14,14,14,14,545,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_12_28_26.jpg,NA (prediction),0.9321622,0.56228286,1.9814954e-05,17-3_UTSW_temporal_6E10/0/12/28.jpg,"[291, 615, 256, 256]",NP5,1,0,0,0,0,0
15,15,15,15,3936,phase1/blobs/cw17-41/cw17-41_23_28_53.jpg,consensus_of_2,0.0,1.0,5.0,phase1/10x_tiles/cw17-41/0/23/28.jpg,[1246 1271  256  256],None (label),0,0,1,0,0,0
16,16,16,16,3465,phase1/blobs/cw17-34/cw17-34_23_31_2.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/cw17-34/0/23/31.jpg,[370   0 256 256],None (label),0,1,0,0,0,0
17,17,17,17,5823,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_26_8.jpg,NA (prediction),0.0034282971000000003,0.053380124,0.9749448,NA15UCDtemporalgyri _4G8/0/21/26.jpg,"[523, 236, 256, 256]",consensus_of_2,0,0,0,1,1,0
18,18,18,18,439,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_13_34_3.jpg,NP5,0.0,1.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/13/34.jpg,[282   0 256 256],None (label),0,1,0,0,0,0
19,19,19,19,230,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_10_3.jpg,NA (prediction),0.9894224,0.02397337,0.0003295232,NA28UCDtemporalgyri _4G8/0/12/10.jpg,"[187, 906, 256, 256]",NP5,1,0,0,0,0,0
20,20,20,20,33,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_19_24_1.jpg,NP5,0.0,0.0,1.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/19/24.jpg,[1280    0  256  256],None (label),0,0,1,0,0,0
21,21,21,21,1277,phase1/blobs/cw17-3/cw17-3_9_11_21.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/9/11.jpg,[ 947 1015  256  256],None (label),0,0,1,0,0,0
22,22,22,22,1592,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_20_76.jpg,NA (prediction),0.9485127,0.6424092,0.0016563972,NA28UCDtemporalgyri _4G8/0/9/20.jpg,"[300, 1129, 256, 256]",NP5,0,0,0,1,0,0
23,23,23,23,244,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_33_6.jpg,NA (prediction),0.9913645,0.09211837,0.0002494372,NA28UCDtemporalgyri _4G8/0/23/33.jpg,"[72, 137, 256, 256]",NP5,1,0,0,0,0,0
24,24,24,24,519,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_17_30.jpg,NA (prediction),0.95470816,0.8277993,0.00021066259,NA28UCDtemporalgyri _4G8/0/18/17.jpg,"[1148, 998, 256, 256]",NP5,1,1,0,0,1,0
25,25,25,25,3528,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_15_23_13.jpg,consensus_of_2,4.0,0.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/15/23.jpg,[840 864 256 256],None (label),1,0,0,0,0,0
26,26,26,26,1087,phase1/blobs/cw17-41/cw17-41_23_28_35.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/cw17-41/0/23/28.jpg,[1239  834  256  256],None (label),0,1,0,0,0,0
27,27,27,27,592,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_17_20_8.jpg,NP5,0.0,1.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/17/20.jpg,[773 317 256 256],None (label),0,1,0,0,0,0
28,28,28,28,5117,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_16_21.jpg,NA (prediction),0.9882244,0.17883652,0.3577546,NA28UCDtemporalgyri _4G8/0/27/16.jpg,"[843, 123, 256, 256]",consensus_of_2,1,0,1,0,1,0
29,29,29,29,4319,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_9_14.jpg,NA (prediction),0.9931961,0.58150005,4.7064193e-05,NA37UCDtemporalgyri _4G8/0/8/9.jpg,"[853, 258, 256, 256]",consensus_of_2,0,1,0,0,0,0
30,30,30,30,256,cw18-48/cw18-48_1_21_9.jpg,NA (prediction),0.9190324,0.0494413,0.0021642025,cw18-48/0/1/21.jpg,"[984, 1189, 256, 256]",NP5,0,0,0,0,0,1
31,31,31,31,1649,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_17_22_38.jpg,NA (prediction),0.9822943,0.18232723,0.00010403233,NA27UCDtemporalgyri _4G8/0/17/22.jpg,"[828, 803, 256, 256]",NP5,1,0,0,0,0,0
32,32,32,32,105,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_7_31_17.jpg,NA (prediction),0.9768331,0.104538254,1.412381e-07,NA15UCDtemporalgyri _4G8/0/7/31.jpg,"[778, 1181, 256, 256]",NP5,1,0,0,0,0,0
33,33,33,33,1118,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_33_8.jpg,NA (prediction),0.9058133,0.4568077999999999,4.5747674e-05,NA28UCDtemporalgyri _4G8/0/14/33.jpg,"[402, 146, 256, 256]",NP5,1,0,0,0,0,0
34,34,34,34,663,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_0_31_20.jpg,NA (prediction),0.06859886,0.99611294,0.0008283565,8-3_UTSW_temporal_6E10/0/0/31.jpg,"[152, 1204, 256, 256]",NP5,0,1,0,0,0,0
35,35,35,35,412,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_19_36.jpg,NA (prediction),0.90573406,0.68053555,0.00014010475,NA28UCDtemporalgyri _4G8/0/28/19.jpg,"[0, 801, 256, 256]",NP5,0,1,0,0,1,0
36,36,36,36,5254,cw15-12/cw15-12_28_37_62.jpg,NA (prediction),0.0011299283,0.26538804,0.017977454,cw15-12/0/28/37.jpg,"[1096, 877, 256, 256]",consensus_of_2,0,0,0,1,1,0
37,37,37,37,4758,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_4_17_10.jpg,NA (prediction),0.99759054,0.8594886999999999,0.00016681605,17-3_UTSW_temporal_6E10/0/4/17.jpg,"[1220, 360, 256, 256]",consensus_of_2,1,0,0,0,1,0
38,38,38,38,2970,phase1/blobs/14-3_UTSW_temporal_6E10/14-3_UTSW_temporal_6E10_13_23_2.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/14-3_UTSW_temporal_6E10/0/13/23.jpg,[726 618 256 256],None (label),0,1,0,0,0,0
39,39,39,39,675,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_5_4_15.jpg,NA (prediction),0.9124426,0.2697511,5.6150042e-05,17-3_UTSW_temporal_6E10/0/5/4.jpg,"[45, 511, 256, 256]",NP5,1,0,0,0,0,0
40,40,40,40,5152,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_31_50.jpg,NA (prediction),3.1825366e-05,0.0028852387,0.9999442,NA28UCDtemporalgyri _4G8/0/19/31.jpg,"[1060, 0, 256, 256]",consensus_of_2,0,0,1,0,0,0
41,41,41,41,3818,cw18-48/cw18-48_27_34_9.jpg,NA (prediction),0.9525004,0.46980348,0.0057821404,cw18-48/0/27/34.jpg,"[0, 36, 256, 256]",consensus_of_2,0,0,0,1,1,0
42,42,42,42,2582,phase1/blobs/cw17-11/cw17-11_12_24_16.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-11/0/12/24.jpg,[252 653 256 256],None (label),0,0,1,0,0,0
43,43,43,43,4669,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_30_38.jpg,NA (prediction),0.99775463,0.9835286,4.308766599999998e-06,NA28UCDtemporalgyri _4G8/0/8/30.jpg,"[1136, 1280, 256, 256]",consensus_of_2,1,1,0,0,1,0
44,44,44,44,4158,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_22_67.jpg,NA (prediction),0.90105486,0.9625383,3.7938964e-05,NA28UCDtemporalgyri _4G8/0/12/22.jpg,"[621, 1242, 256, 256]",consensus_of_2,1,0,0,0,0,0
45,45,45,45,2029,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_20_10_5.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/20/10.jpg,[776   0 256 256],None (label),0,0,0,0,1,1
46,46,46,46,669,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_23_2.jpg,NA (prediction),0.9855757,0.15728103,7.732031500000001e-08,NA23UCDtemporalgyri _4G8/0/8/23.jpg,"[870, 139, 256, 256]",NP5,1,0,0,0,0,0
47,47,47,47,5600,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_23_19_28.jpg,NA (prediction),0.033704136,0.23053774,0.96892166,NA27UCDtemporalgyri _4G8/0/23/19.jpg,"[475, 631, 256, 256]",consensus_of_2,0,0,0,0,1,1
48,48,48,48,1536,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_2_9_44.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/2/9.jpg,[  0 562 256 256],None (label),0,1,0,0,0,0
49,49,49,49,6313,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_26_18.jpg,NA (prediction),9.626745e-06,0.00011706393,0.9975948,NA15UCDtemporalgyri _4G8/0/21/26.jpg,"[593, 724, 256, 256]",consensus_of_2,0,0,1,0,1,0
50,50,50,50,6006,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_24_4.jpg,NA (prediction),0.0028289144,0.0005699244999999999,0.999987,8-3_UTSW_temporal_6E10/0/7/24.jpg,"[506, 108, 256, 256]",consensus_of_2,0,0,1,0,1,0
51,51,51,51,303,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_16_5_3.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/16/5.jpg,[1280  107  256  256],None (label),0,1,0,0,0,0
52,52,52,52,1763,cw16-36/cw16-36_19_37_15.jpg,NA (prediction),0.00096715,0.061201423,0.99166065,cw16-36/0/19/37.jpg,"[123, 445, 256, 256]",NP5,0,0,0,1,1,0
53,53,53,53,2465,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_27.jpg,consensus_of_2,0.0,0.0,3.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[395 698 256 256],None (label),0,0,0,0,1,0
54,54,54,54,1147,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_8_31_28.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/8/31.jpg,[1053    0  256  256],None (label),0,0,1,0,0,0
55,55,55,55,1442,cw18-48/cw18-48_19_6_0.jpg,NA (prediction),0.9660483,0.08582165,0.00014204803,cw18-48/0/19/6.jpg,"[483, 519, 256, 256]",NP5,1,0,0,0,0,0
56,56,56,56,1093,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_15_26_4.jpg,NA (prediction),0.06280140599999999,0.9836494,0.0002603239,17-3_UTSW_temporal_6E10/0/15/26.jpg,"[558, 176, 256, 256]",NP5,0,1,0,0,0,0
57,57,57,57,483,phase1/blobs/cw18-18/cw18-18_1_33_10.jpg,NP5,0.0,1.0,0.0,phase1/10x_tiles/cw18-18/0/1/33.jpg,[103 349 256 256],None (label),0,1,0,0,0,0
58,58,58,58,636,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_27_84.jpg,NA (prediction),0.6654460999999999,0.8215937,0.0006887603,NA28UCDtemporalgyri _4G8/0/11/27.jpg,"[1187, 1280, 256, 256]",NP5,0,1,0,0,0,0
59,59,59,59,1953,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_17_31_19.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/17/31.jpg,[431 953 256 256],None (label),1,0,0,0,0,0
60,60,60,60,3895,phase1/blobs/cw17-3/cw17-3_6_34_12.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/6/34.jpg,[ 544 1221  256  256],None (label),0,0,1,0,0,0
61,61,61,61,2349,cw15-29/cw15-29_14_5_13.jpg,NA (prediction),1.0175585e-05,1.2515154e-06,0.9974728,cw15-29/0/14/5.jpg,"[1136, 431, 256, 256]",NP5,0,0,0,1,1,0
62,62,62,62,533,phase1/blobs/cw17-3/cw17-3_21_24_11.jpg,NP5,0.0,1.0,0.0,phase1/10x_tiles/cw17-3/0/21/24.jpg,[560 985 256 256],None (label),0,1,0,0,0,0
63,63,63,63,1443,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_5_38_3.jpg,NA (prediction),0.97479135,0.06650139999999999,7.074154e-05,NA28UCDtemporalgyri _4G8/0/5/38.jpg,"[583, 215, 256, 256]",NP5,1,0,0,0,0,0
64,64,64,64,3815,phase1/blobs/cw18-2/cw18-2_6_2_0.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw18-2/0/6/2.jpg,[  0 945 256 256],None (label),0,0,1,0,1,0
65,65,65,65,1692,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_22_49.jpg,NA (prediction),0.5545188,0.9438648,1.8182629e-05,NA23UCDtemporalgyri _4G8/0/7/22.jpg,"[1222, 776, 256, 256]",NP5,0,1,0,0,0,0
66,66,66,66,1516,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_9_16_25.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/9/16.jpg,[671 315 256 256],None (label),1,0,0,0,0,0
67,67,67,67,6470,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_12_12_0.jpg,NA (prediction),4.235031e-05,0.00018346311,0.999998,NA15UCDtemporalgyri _4G8/0/12/12.jpg,"[1280, 0, 256, 256]",consensus_of_2,0,0,1,0,0,0
68,68,68,68,451,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_4_16_0.jpg,NA (prediction),0.9035393,0.25212076,0.0012444858,40-3_UTSW_temporal_6E10/0/4/16.jpg,"[415, 0, 256, 256]",NP5,0,1,0,0,0,0
69,69,69,69,5629,cw15-12/cw15-12_27_41_5.jpg,NA (prediction),0.00042068167,3.549754000000001e-05,0.97288597,cw15-12/0/27/41.jpg,"[1171, 1280, 256, 256]",consensus_of_2,0,0,0,0,1,1
70,70,70,70,234,cw18-48/cw18-48_3_11_2.jpg,NA (prediction),0.9946667,0.017036356000000002,0.00011791931,cw18-48/0/3/11.jpg,"[618, 321, 256, 256]",NP5,1,0,0,0,0,0
71,71,71,71,2210,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_17_29_6.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/17/29.jpg,[1076   45  256  256],None (label),0,1,0,0,0,0
72,72,72,72,787,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_10_24_46.jpg,NA (prediction),0.9961052,0.5070295,2.2000963e-06,NA28UCDtemporalgyri _4G8/0/10/24.jpg,"[169, 1030, 256, 256]",NP5,1,0,0,0,0,0
73,73,73,73,2835,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_16_5.jpg,NA (prediction),0.012907733,0.8633059000000001,0.9282039,NA28UCDtemporalgyri _4G8/0/19/16.jpg,"[741, 0, 256, 256]",NP5,0,1,0,0,0,0
74,74,74,74,4316,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_23_26.jpg,NA (prediction),0.9999825,0.21803273,1.3287776000000004e-08,17-3_UTSW_temporal_6E10/0/14/23.jpg,"[1193, 736, 256, 256]",consensus_of_2,1,0,0,0,0,0
75,75,75,75,2273,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_28_22_9.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/28/22.jpg,[497 809 256 256],None (label),0,1,0,0,0,0
76,76,76,76,740,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_10_21_9.jpg,NA (prediction),0.94687074,0.99292666,1.376967e-05,40-3_UTSW_temporal_6E10/0/10/21.jpg,"[764, 107, 256, 256]",NP5,0,1,0,0,0,0
77,77,77,77,1384,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_15_15_19.jpg,NA (prediction),0.81376,0.4383685000000001,2.1823987e-05,NA23UCDtemporalgyri _4G8/0/15/15.jpg,"[1168, 425, 256, 256]",NP5,1,0,0,0,0,0
78,78,78,78,3488,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_13_0.jpg,NA (prediction),0.9220005,0.00035752216,0.5357593,NA28UCDtemporalgyri _4G8/0/25/13.jpg,"[802, 0, 256, 256]",consensus_of_2,0,0,0,0,1,1
79,79,79,79,724,cw18-48/cw18-48_18_5_9.jpg,NA (prediction),0.9897558,0.06692753,2.691342e-05,cw18-48/0/18/5.jpg,"[108, 1111, 256, 256]",NP5,1,0,0,0,0,0
80,80,80,80,3017,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_5_18_7.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/5/18.jpg,[  0 200 256 256],None (label),1,0,0,0,0,0
81,81,81,81,1877,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_3_47.jpg,NA (prediction),3.14427e-06,4.042795300000001e-05,0.9999007,NA28UCDtemporalgyri _4G8/0/16/3.jpg,"[416, 1046, 256, 256]",NP5,0,0,1,0,0,0
82,82,82,82,5105,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_15_15.jpg,NA (prediction),0.0018883646,0.041015662,0.9917749,NA15UCDtemporalgyri _4G8/0/3/15.jpg,"[1079, 1245, 256, 256]",consensus_of_2,0,0,1,0,0,0
83,83,83,83,3640,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_22_5.jpg,NA (prediction),0.23410885,0.98087156,0.0013545775,NA28UCDtemporalgyri _4G8/0/13/22.jpg,"[693, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
84,84,84,84,2551,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_29_4.jpg,NA (prediction),1.325325e-05,0.35032344,0.91967875,NA23UCDtemporalgyri _4G8/0/7/29.jpg,"[307, 121, 256, 256]",NP5,0,0,0,0,1,0
85,85,85,85,4707,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_18_24.jpg,NA (prediction),0.2866184,0.9995851,0.00021712294,17-3_UTSW_temporal_6E10/0/16/18.jpg,"[914, 1190, 256, 256]",consensus_of_2,0,1,0,0,0,0
86,86,86,86,1732,phase1/blobs/cw17-32/cw17-32_2_13_42.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/2/13.jpg,[1129 1111  256  256],None (label),0,1,0,0,0,0
87,87,87,87,2145,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_12_31_17.jpg,consensus_of_2,2.0,2.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/12/31.jpg,[ 801 1280  256  256],None (label),0,0,0,0,1,1
88,88,88,88,298,cw18-48/cw18-48_25_35_31.jpg,NA (prediction),0.9894498,0.0063944380000000006,6.122438e-05,cw18-48/0/25/35.jpg,"[339, 559, 256, 256]",NP5,1,0,0,0,0,0
89,89,89,89,3724,phase1/blobs/cw18-18/cw18-18_24_21_0.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw18-18/0/24/21.jpg,[822  16 256 256],None (label),0,1,0,0,0,0
90,90,90,90,2384,cw15-29/cw15-29_0_19_38.jpg,NA (prediction),0.004075956,0.06788742,0.4985457,cw15-29/0/0/19.jpg,"[711, 1207, 256, 256]",NP5,0,0,0,1,1,0
91,91,91,91,1718,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_7_16_26.jpg,NA (prediction),0.63095486,0.9523347,1.4873688e-05,40-3_UTSW_temporal_6E10/0/7/16.jpg,"[481, 601, 256, 256]",NP5,1,0,0,0,1,0
92,92,92,92,311,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_6_28_1.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/6/28.jpg,[ 617 1280  256  256],None (label),1,0,0,0,0,0
93,93,93,93,2616,cw13-0/cw13-0_15_21_29.jpg,NA (prediction),0.0017913413,0.14601578,0.67535496,cw13-0/0/15/21.jpg,"[922, 1039, 256, 256]",NP5,0,0,0,0,1,1
94,94,94,94,2473,phase1/blobs/cw17-11/cw17-11_20_15_29.jpg,consensus_of_2,0.0,4.0,3.0,phase1/10x_tiles/cw17-11/0/20/15.jpg,[1131 1280  256  256],None (label),0,0,1,0,0,0
95,95,95,95,5687,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_25_35.jpg,NA (prediction),1.6207457e-06,0.00012498378,0.9999529,NA23UCDtemporalgyri _4G8/0/8/25.jpg,"[0, 722, 256, 256]",consensus_of_2,0,0,1,0,0,0
96,96,96,96,2932,cw18-48/cw18-48_13_6_64.jpg,NA (prediction),0.0027903535,0.043890286,0.5631264,cw18-48/0/13/6.jpg,"[694, 887, 256, 256]",NP5,0,0,0,1,1,0
97,97,97,97,4386,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_5_34.jpg,NA (prediction),0.90453666,0.98765844,2.2290759e-07,NA37UCDtemporalgyri _4G8/0/8/5.jpg,"[501, 366, 256, 256]",consensus_of_2,0,1,0,0,0,0
98,98,98,98,377,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_31_42.jpg,NA (prediction),0.99364614,0.59124804,0.00016121664,NA28UCDtemporalgyri _4G8/0/8/31.jpg,"[236, 850, 256, 256]",NP5,0,1,0,0,0,0
99,99,99,99,1562,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_14_14_44.jpg,NP5,1.0,0.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/14/14.jpg,[ 714 1137  256  256],None (label),1,0,0,0,0,0
100,100,100,100,4577,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_4_49.jpg,NA (prediction),0.9034013,0.9092041,6.000569600000001e-06,NA37UCDtemporalgyri _4G8/0/14/4.jpg,"[421, 74, 256, 256]",consensus_of_2,0,1,0,0,0,0
101,101,101,101,2447,phase1/blobs/cw17-3/cw17-3_2_22_44.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/cw17-3/0/2/22.jpg,[ 214 1059  256  256],None (label),0,0,1,0,1,0
